OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,FCODE,ADDDATE,MODDATE
173,BS2468,6874,Yes,Herring Cove Rd After Drysdale Rd (6874),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
174,BS1804,6655,Yes,Farnham Gate Rd Before Scotch Pine Terr (6655),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
175,BS1343,8854,Yes,Finlay Dr After McClure Cl (8854),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
176,BS1344,8855,Yes,Finlay Dr After Shubie Dr (8855),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
177,BS2020,6679,Yes,First Lake Dr After Cabot Cr (6679),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
178,BS2027,6686,Yes,First Lake Dr Before Cavendish Dr (6686),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
179,BS2028,6687,Yes,First Lake Dr After Cavendish Dr (6687),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
180,BS185,6693,Yes,First Lake Dr Opposite Civic 200 (6693),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
181,BS194,6702,Yes,Flamingo Dr Before Meadowlark Cr (6702),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
182,BS197,6705,Yes,Flamingo Dr Before Canary Cr (6705),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
183,BS200,6708,Yes,Flying Cloud Dr Before Havelock Cr (6708),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
184,BS203,6711,Yes,Flying Cloud Dr After Tamerlane Ct (6711),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
185,BS201,6709,Yes,Flying Cloud Dr Before Nestor Cr (6709),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
186,BS1696,6667,Yes,Forest Hills Pky Before Cole Harbour Rd (6667),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
187,BS1756,8497,Yes,Willett St After Westridge Dr (8497),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
188,BS2047,6405,Yes,Chebucto Rd Before Connolly St (6405),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
189,BS2053,6411,Yes,Chebucto Rd Before Joseph St (6411),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
190,BS2055,6414,Yes,Chebucto Rd Opposite Quinn St (6414),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
191,BS2067,6426,Yes,Circassion Dr After Ellerslie Cr (6426),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
192,BS2062,6421,Yes,Circassion Dr Before Poplar Dr (6421),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
193,BS2068,6427,Yes,Circassion Dr Before Kirtland Ct (6427),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
194,BS1851,6439,Yes,Cobequid Rd After Judy Anne Ct (6439),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
195,BS2074,6434,Yes,Cobequid Rd After Freer Ln (6434),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
196,BS2075,6435,Yes,Cobequid Rd After Hillside Ave (6435),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
197,BS2076,6436,Yes,Cobequid Rd After Zinck Ave (6436),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
198,BS1859,6447,Yes,Coburg Rd After Lord Dalhousie Dr (6447),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
199,BS1864,6452,Yes,Coburg Rd Before Robie St (6452),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
200,BS1860,6448,Yes,Coburg Rd Before Henry St (6448),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
201,BS1862,6450,Yes,Coburg Rd Before Lemarchant St (6450),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
202,BS1863,6451,Yes,Coburg Rd Before Lilac St (6451),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
203,BS1252,8639,Yes,Cogswell St After Albemarle St (8639),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
204,BS1563,6455,Yes,Cogswell St After Brunswick St (6455),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
205,BS2246,6849,Yes,Herring Cove Rd After Lynnett Rd (6849),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
206,BS371,6189,Yes,St Margarets Bay Rd After Sheppards Run (6189),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
207,BS1117,8327,Yes,Spring Garden Rd After Queen St (8327),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
208,BS1118,8328,Yes,Spring Garden Rd Before Carlton St (8328),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
209,BS1835,8220,Yes,Robie St After South St (8220),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
210,BS786,6202,Yes,Robie St Before Oakland Rd (6202),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
211,BS550,8195,Yes,Robie St After Jubilee Rd (8195),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
212,BS1839,8225,Yes,Robie St After South St (8225),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
213,BS1175,8186,Yes,Robie St After Coburg Rd (8186),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
214,BS545,8188,Yes,Robie St After University Ave (8188),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
215,BS2134,8516,Yes,Windmill Rd After Parkstone Rd (8516),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
216,BS2135,8517,Yes,Windmill Rd After Wright Ave (8517),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
217,BS1812,8653,Yes,St Margarets Bay Rd Opposite Long Lake Park (8653),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
218,BS563,6179,Yes,St Margarets Bay Rd Before Sheppards Run (6179),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
219,BS1139,8349,Yes,St Pauls Ave Before Hebridean Dr (8349),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-27T00:00:00.000Z
220,BS1142,8352,Yes,Starboard Dr Before Larry Uteck Blvd (8352),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
221,BS691,8359,Yes,Stokil Dr Before Spinner Cr (8359),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
222,BS1094,8356,Yes,Stokil Dr After Grennan Dr (8356),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
223,BS694,8362,Yes,Stonehaven Rd After Fenwood Rd (8362),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
224,BS698,8366,Yes,Susie Lake Cr Before Chain Lake Dr (8366),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
225,BS704,8373,Yes,Tamarack Dr Before Mountain Rd (8373),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
226,BS703,8372,Yes,Tamarack Dr Opposite Medina Ct (8372),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-07-09T00:00:00.000Z
227,BS1612,8761,Yes,Ross Rd Before Greenvale Cr (8761),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
228,BS119,8932,Yes,Ross Rd After Hwy 7 (8932),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-09T00:00:00.000Z
229,BS1617,8766,Yes,Ross Rd Before Hwy 7 (8766),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-09T00:00:00.000Z
230,BS664,8255,Yes,Russell Lake Dr Before 1st Hillview Dr (8255),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
231,BS665,8256,Yes,Russell Lake Dr Before Eisener Dr (8256),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-05-08T00:00:00.000Z
232,BS1926,8508,Yes,Windmill Rd After Akerley Blvd (8508),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
233,BS1927,8509,Yes,Windmill Rd After Albro Lake Rd (8509),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
234,BS1928,8510,Yes,Windmill Rd After Dawson St (8510),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
235,BS1930,8512,Yes,Windmill Rd Before Nootka Ave (8512),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
236,BS1931,8513,Yes,Windmill Rd After Trinity Ave (8513),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
237,BS1933,8515,Yes,Windmill Rd After Wright Ave (8515),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
238,BS2139,8521,Yes,Windmill Rd Before Fernhill Dr (8521),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
239,BS1369,8523,Yes,Windmill Rd Before Elmwood Ave (8523),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
240,BS1048,9053,Yes,Windmill Rd Before Fernhill Dr (9053),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
241,BS1370,8524,Yes,Windmill Rd Before Henry St (8524),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
242,BS1269,8525,Yes,Windmill Rd Before Jamieson St (8525),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
243,BS1270,8526,Yes,Windmill Rd Before Nivens Ave (8526),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
244,BS1271,8527,Yes,Windmill Rd After Waddell Ave (8527),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
245,BS1272,8528,Yes,Windmill Rd Before Ralston Ave (8528),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
246,BS1273,8529,Yes,Windmill Rd Before Sunnydale Ave (8529),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
247,BS1275,8531,Yes,Windmill Rd Before Wallace St (8531),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
248,BS1623,8537,Yes,Windmill Rd Opposite Dawn Dr (8537),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
249,BS1626,8540,Yes,Windmill Rd After Jamieson St (8540),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
250,BS1965,6539,Yes,Crystal Dr Before Franklyn Ct (6539),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
251,BS1966,6540,Yes,Crystal Dr Before Primrose St (6540),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
252,BS1968,6542,Yes,Cumberland Dr Before Cole Harbour Rd (6542),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
253,BS1606,7615,Yes,Bridge Terminal Bay 15 (7615),Terminal,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
254,BS1248,7602,Yes,Bridge Terminal Bay 2 (7602),Terminal,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
255,BS1249,7603,Yes,Bridge Terminal Bay 3 (7603),Terminal,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
256,BS1278,7604,Yes,Bridge Terminal Bay 4 (7604),Terminal,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
257,BS1279,7605,Yes,Bridge Terminal Bay 5 (7605),Terminal,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
258,BS1280,7606,Yes,Bridge Terminal Bay 6 (7606),Terminal,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
259,BS1281,7607,Yes,Bridge Terminal Bay 7 (7607),Terminal,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
260,BS1600,7609,Yes,Bridge Terminal Bay 9 (7609),Terminal,2016-07-29T00:00:00.000Z,2019-10-08T00:00:00.000Z
261,BS1242,8030,No,Fall River Park and Ride (8030),Park n Ride,2016-07-29T00:00:00.000Z,2019-05-22T00:00:00.000Z
262,BS2667,8140,Yes,Highfield Terminal Bay 1 (8140),Terminal,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
263,BS2668,8141,Yes,Highfield Terminal Bay 2 (8141),Terminal,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
264,BS2615,9110,Yes,Lacewood Terminal Bay 10 (9110),Terminal,2016-07-29T00:00:00.000Z,2018-05-08T00:00:00.000Z
265,BS2616,9111,Yes,Lacewood Terminal Bay 11 (9111),Terminal,2016-07-29T00:00:00.000Z,2018-05-08T00:00:00.000Z
266,BS2617,9112,Yes,Lacewood Terminal Bay 12 (9112),Terminal,2016-07-29T00:00:00.000Z,2018-05-08T00:00:00.000Z
267,BS2618,9113,Yes,Lacewood Terminal Bay 13 (9113),Terminal,2016-07-29T00:00:00.000Z,2018-05-08T00:00:00.000Z
268,BS2620,9114,Yes,Lacewood Terminal Bay 14 (9114),Terminal,2016-07-29T00:00:00.000Z,2018-05-08T00:00:00.000Z
269,BS2645,8959,Yes,Sackville Terminal Bay 3 (8959),Terminal,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
270,BS2644,8960,Yes,Sackville Terminal Bay 4 (8960),Terminal,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
271,BS669,8961,Yes,Sackville Terminal Bay 5 (8961),Terminal,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
272,BS2631,8962,Yes,Woodside Ferry Terminal Bay 1 (8962),Terminal,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
273,BS2634,8965,Yes,Woodside Ferry Terminal Bay 3 (8965),Terminal,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
274,BS2635,8966,Yes,Woodside Ferry Terminal Bay 4 (8966),Terminal,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
275,BS2712,6460,Yes,Breeze Dr Before Appian Way (6460),Conventional Transit Bus Stop,2016-11-14T00:00:00.000Z,2018-03-29T00:00:00.000Z
276,BS2688,6789,Yes,Caldwell Rd After Kaleigh Dr (6789),Conventional Transit Bus Stop,2016-11-14T00:00:00.000Z,2018-05-09T00:00:00.000Z
277,BS2693,8064,Yes,Portland Estates Blvd West Before Civic 64 (8064),Conventional Transit Bus Stop,2016-11-14T00:00:00.000Z,2018-05-09T00:00:00.000Z
278,BS439,6350,Yes,Caldwell Rd Before Deerbrooke Dr (6350),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
279,BS432,6343,Yes,Caldwell Rd Before Delta Dr (6343),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
280,BS433,6344,Yes,Caldwell Rd Before Hampton Grn (6344),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
281,BS2146,6553,Yes,Dartmouth Rd After North St (6553),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
282,BS2147,6554,Yes,Dartmouth Rd After Obrine St (6554),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
283,BS2148,6555,Yes,Dartmouth Rd Before Dartmour Cr (6555),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
284,BS2152,6559,Yes,Dentith Rd Before Herring Cove Rd (6559),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
285,BS2153,6560,Yes,Dentith Rd At Lanark St (6560),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
286,BS2154,6561,Yes,Dentith Rd At Lewis St (6561),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
287,BS2155,6562,Yes,Dentith Rd Opposite Lewis St (6562),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
288,BS2156,6563,Yes,Desmond Ave After Bayers Rd (6563),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
289,BS31,7302,Yes,Sackville Dr After Wilson Lake Dr  (7302),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
290,BS45,7316,Yes,Sackville Dr After Lively Rd (7316),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
291,BS46,7317,Yes,Sackville Dr Before Hamilton Dr (7317),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
292,BS53,7324,Yes,Sackville Dr Opposite Wilson Lake Dr (7324),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
293,BS55,7326,Yes,Sackville Dr Before Orchard Dr (7326),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
294,BS315,7334,Yes,Sackville Dr Before Rosemary Dr (7334),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
295,BS1154,8571,Yes,Windsor St Before Cork St (8571),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
296,BS1164,8581,Yes,Woodland Ave After Laurier St (8581),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
297,BS284,8594,Yes,Woodlawn Rd After Main St (8594),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
298,BS294,8604,Yes,Woodlawn Rd Before Spikenard St (8604),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
299,BS282,8592,Yes,Woodlawn Rd Before Mt Edward Rd (8592),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
300,BS283,8593,Yes,Woodlawn Rd After Ellenvale Ave (8593),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
301,BS1028,8588,Yes,Woodlawn Rd After Guysborough Ave (8588),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
302,BS1029,8589,Yes,Woodlawn Rd After Portland St (8589),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
303,BS286,8596,Yes,Woodlawn Rd Before Bruce St (8596),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
304,BS287,8597,Yes,Woodlawn Rd Before Ellenvale Ave (8597),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-02-22T00:00:00.000Z
305,BS288,8598,Yes,Woodlawn Rd Before Main St (8598),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
306,BS292,8602,Yes,Woodlawn Rd Opposite Bruce St (8602),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
307,BS1571,6463,Yes,Colby Dr After Becks Way (6463),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
308,BS1572,6464,Yes,Colby Dr Before 2nd Briarlynn Cr (6464),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
309,BS1573,6465,Yes,Colby Dr After Bellroyal Ct (6465),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
310,BS1575,6467,Yes,Colby Dr Before Autumn Pl (6467),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
311,BS1576,6468,Yes,Colby Dr Before Balsam Pl (6468),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
312,BS172,6473,Yes,Colby Dr Before Grenadier Dr (6473),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
313,BS179,6480,Yes,Cole Harbour Rd Before Hugh Allen Dr (6480),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
314,BS2700,8688,Yes,Hwy 7 After 2nd Parker Lane (8688),Conventional Transit Bus Stop,2016-11-14T00:00:00.000Z,2018-05-09T00:00:00.000Z
315,BS2710,8844,Yes,Hwy 7 Before Parker Ln (8844),Conventional Transit Bus Stop,2016-11-14T00:00:00.000Z,2018-05-09T00:00:00.000Z
316,BS2687,9007,Yes,Pleasant St Before Prince Arthur Ave (9007),Conventional Transit Bus Stop,2016-11-14T00:00:00.000Z,2018-03-29T00:00:00.000Z
317,BS2714,8548,Yes,Hwy 207 Before Keating Dr (8548),Conventional Transit Bus Stop,2017-02-20T00:00:00.000Z,2018-05-09T00:00:00.000Z
318,BS2715,8547,Yes,Hwy 207 Before Keating Dr (8547) ,Conventional Transit Bus Stop,2017-02-20T00:00:00.000Z,2018-05-09T00:00:00.000Z
319,BS2716,6842,Yes,Countryview Dr Before Ferindonald Cl (6842),Conventional Transit Bus Stop,2017-02-17T00:00:00.000Z,2018-05-09T00:00:00.000Z
320,BS2717,6841,Yes,Countryview Dr Before McClure Cl (6841),Conventional Transit Bus Stop,2017-02-17T00:00:00.000Z,2018-05-09T00:00:00.000Z
321,BS2718,6930,Yes,Hammonds Plains Rd Before St George Blvd (6930),Conventional Transit Bus Stop,2017-02-17T00:00:00.000Z,2018-05-09T00:00:00.000Z
322,BS2719,9101,Yes,Lacewood Terminal Bay 1 (9101),Terminal,2017-04-12T00:00:00.000Z,2018-05-08T00:00:00.000Z
323,BS2720,6330,Yes,Gary Martin Dr Before Lasalle Ct (6330),Conventional Transit Bus Stop,2017-06-28T00:00:00.000Z,2019-11-25T00:00:00.000Z
324,BS2721,6327,Yes,Gary Martin Dr After Utopia Ln (6327),Conventional Transit Bus Stop,2017-06-28T00:00:00.000Z,2019-11-25T00:00:00.000Z
325,BS2722,6329,Yes,Gary Martin Dr Before Larkview Terr (6329),Conventional Transit Bus Stop,2017-06-28T00:00:00.000Z,2019-11-25T00:00:00.000Z
326,BS672,8264,Yes,Sea King Dr After Ernest Ave (8264),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2019-11-25T00:00:00.000Z
327,BS1114,8269,Yes,Shore Rd Before Shoreview Dr (8269),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
328,BS1116,8271,Yes,Shore Rd After Romkey Dr (8271),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
329,BS1088,8273,Yes,Shore Rd Before Romkey Dr (8273),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
330,BS1090,8274,Yes,Shore Rd Before Himmelman Dr (8274),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
331,BS2220,8461,Yes,Waverley Rd Before Civic 1053 (8461),Conventional Transit Bus Stop,2016-07-29T00:00:00.000Z,2018-03-01T00:00:00.000Z
