CIV_POSTAL,CIV_ID,STR_CODE,GSA_NAME
B3M 1N7,14063,387,HALIFAX
B2W 2H8,50468,6412,DARTMOUTH
,79408,395,HALIFAX
B3P 1R3,83272,627,HALIFAX
B2W 3Z4,111675,6634,DARTMOUTH
B2Y 3W1,61240,6263,DARTMOUTH
B3K 2K6,61485,746,HALIFAX
B3K 2K6,61835,746,HALIFAX
B2W 1Z8,50032,6568,DARTMOUTH
B3L 2W6,67967,619,HALIFAX
B3K 5E3,68128,877,HALIFAX
B3M 1A1,14342,514,HALIFAX
B3L 1R8,70502,794,HALIFAX
B3K 3A9,70533,360,HALIFAX
B3P 1Z9,83988,474,HALIFAX
B3P 1X7,83212,420,HALIFAX
B3P 1S6,84875,869,HALIFAX
B3R 1W6,87211,395,HALIFAX
B3R 1H8,87234,127,HALIFAX
B3L 2Z4,73539,204,HALIFAX
B2Y 2C7,61503,6304,DARTMOUTH
B3K 3M2,61516,252,HALIFAX
B3L 2A9,67637,63,HALIFAX
B3L 4C8,67653,720,HALIFAX
B3K 4T9,69908,185,HALIFAX
B3A 2Y4,56007,6596,DARTMOUTH
B3A 1P7,132066,6812,DARTMOUTH
B3M 1G3,17601,456,HALIFAX
B3A 3E1,57014,6215,DARTMOUTH
B3A 3E1,57051,6215,DARTMOUTH
B3K 2P9,57225,349,HALIFAX
B3A 2S8,57096,6667,DARTMOUTH
B3L 1K4,72298,275,HALIFAX
B3K 1T5,65687,20,HALIFAX
B3M 4W4,128790,15688,HALIFAX
B2Y 2C6,61627,6304,DARTMOUTH
B3A 2L5,54222,6144,DARTMOUTH
B3H 2Z8,79233,856,HALIFAX
B3L 3G7,75221,861,HALIFAX
B3H 1E7,81783,379,HALIFAX
B3B 1A6,49483,6545,DARTMOUTH
B3N 1S4,79500,502,HALIFAX
B3H 3T8,75433,174,HALIFAX
B3H 2S9,79910,141,HALIFAX
B2Y 4V5,121087,15627,DARTMOUTH
B2X 2E6,105676,6694,DARTMOUTH
B3R 1R5,133719,382,HALIFAX
B3R 1X4,87874,395,HALIFAX
B3N 2J7,19501,715,HALIFAX
B2W 2L7,110951,6708,DARTMOUTH
B2X 1T1,111755,6424,DARTMOUTH
B3A 3Y7,51366,6009,DARTMOUTH
B3A 2P4,50995,6296,DARTMOUTH
B3B 1L3,47697,6330,DARTMOUTH
B3K 3N2,59960,13,HALIFAX
B3K 5T4,61863,16573,HALIFAX
B2W 1Y3,53505,6622,DARTMOUTH
B3N 1H5,77397,301,HALIFAX
B3N 2L5,16928,724,HALIFAX
B3B 1A6,49426,6545,DARTMOUTH
B3K 5E3,68045,877,HALIFAX
B3L 2J4,72062,579,HALIFAX
B3L 1W8,71459,283,HALIFAX
B3L 2L8,70450,833,HALIFAX
B2W 2E2,115162,6047,DARTMOUTH
B3M 0B1,139146,15824,HALIFAX
B3B 2A7,129469,6665,DARTMOUTH
B3M 1H6,15048,351,HALIFAX
B3N 2N2,19197,215,HALIFAX
B3L 4H8,65906,464,HALIFAX
B2X 1Y2,49604,6248,DARTMOUTH
B3A 3T3,52402,6466,DARTMOUTH
B3M 1N5,14207,387,HALIFAX
B3K 1W4,65490,508,HALIFAX
B3H 1M2,78835,763,HALIFAX
B2W 3L1,111653,6464,DARTMOUTH
B2W 4B5,53100,6189,DARTMOUTH
B2W 3C6,51537,6621,DARTMOUTH
B3L 3W6,67814,561,HALIFAX
B3M 1Z8,9507,704,HALIFAX
B3B 0B8,138903,16498,DARTMOUTH
B3K 1W2,65252,508,HALIFAX
B3H 1J2,81742,77,HALIFAX
B3P 1V2,124462,754,HALIFAX
B2Y 1Z3,60953,6422,DARTMOUTH
B3N 2P5,17382,209,HALIFAX
B3M 1E4,16110,680,HALIFAX
B2W 2H8,50722,6412,DARTMOUTH
B3N 1S5,127740,622,HALIFAX
B3K 3J1,60057,15637,HALIFAX
B3K 2N9,58518,836,HALIFAX
B3K 3B4,69183,360,HALIFAX
B2Y 1C2,60967,6496,DARTMOUTH
B3A 2R9,58281,6173,DARTMOUTH
B3P 2J6,82383,158,HALIFAX
B3B 1A2,49010,6545,DARTMOUTH
B3J 1C9,75610,97,HALIFAX
B3L 2P9,66168,533,HALIFAX
B3M 1Z5,137241,887,HALIFAX
B3A 4Z1,111513,15586,DARTMOUTH
B3L 1Y2,68486,487,HALIFAX
B3N 2L5,16560,724,HALIFAX
B3N 2Y8,15248,814,HALIFAX
B3M 3N1,15328,934,HALIFAX
B3N 2H5,19274,162,HALIFAX
B3N 2L1,19383,337,HALIFAX
B3M 1R6,12287,547,HALIFAX
B3M 1G3,17584,456,HALIFAX
B3K 2G5,64305,781,HALIFAX
B3M 3S7,12887,898,HALIFAX
,162090,16764,DARTMOUTH
B3P 1E6,162123,280,HALIFAX
B3A 3Y1,54670,6009,DARTMOUTH
B2W 4G8,56000,6399,DARTMOUTH
B3M 1Z1,9754,879,HALIFAX
B2Y 2H5,64216,6312,DARTMOUTH
B3K 2G4,64428,781,HALIFAX
B3K 3M9,62773,16570,HALIFAX
B2Y 3V8,62972,6416,DARTMOUTH
B3N 2M1,19570,724,HALIFAX
B2X 3T1,108391,10347,DARTMOUTH
B3H 3R1,77608,478,HALIFAX
B3H 1S2,78095,815,HALIFAX
B3P 1B1,81487,254,HALIFAX
B2W 5C5,112950,6535,DARTMOUTH
B3L 2Y5,73419,293,HALIFAX
B3M 3A5,16933,973,HALIFAX
B3N 2H7,19582,162,HALIFAX
,146586,395,HALIFAX
B3K 3S2,67423,223,HALIFAX
,146840,6078,DARTMOUTH
B3J 1C3,77032,576,HALIFAX
B3L 3X6,67801,307,HALIFAX
B2Y 4V5,121132,15627,DARTMOUTH
B2Y 3H2,52162,6376,DARTMOUTH
B3L 1X5,69369,495,HALIFAX
B3M 3Y6,10750,982,HALIFAX
,49709,9942,DARTMOUTH
B3L 1K1,71444,275,HALIFAX
B2W 1B4,74056,6546,DARTMOUTH
B3P 0A1,135800,128,HALIFAX
B3H 4C7,75901,714,HALIFAX
B3L 1Y1,68170,487,HALIFAX
B3B 1H4,47628,6719,DARTMOUTH
B3R 2C6,24078,705,HALIFAX
B3B 1G6,47806,6719,DARTMOUTH
B2Y 2W4,59796,6548,DARTMOUTH
B2Y 2A4,63126,6244,DARTMOUTH
B2Y 3X1,59904,6131,DARTMOUTH
B3N 1R9,80795,521,HALIFAX
B3N 2V6,16138,113,HALIFAX
B3R 0B3,147310,268,HALIFAX
B3M 4E5,12062,1041,HALIFAX
B2W 2J7,111566,6210,DARTMOUTH
B3A 3M7,54511,6586,DARTMOUTH
B3A 2X9,56598,6572,DARTMOUTH
B3H 2N7,73959,638,HALIFAX
B3M 1B2,17084,514,HALIFAX
B2X 1B8,49581,6555,DARTMOUTH
B3A 2M1,51078,6364,DARTMOUTH
B3L 4H2,71886,464,HALIFAX
B2W 6J5,61621,6587,DARTMOUTH
B2W 3L9,112847,6506,DARTMOUTH
B2W 6L4,139718,6032,DARTMOUTH
B3K 2N3,58718,683,HALIFAX
B3B 1A7,49206,6808,DARTMOUTH
B3P 2M4,82749,128,HALIFAX
B2Y 3N1,61956,6306,DARTMOUTH
B2W 2G1,51356,6183,DARTMOUTH
B3M 2X6,16412,225,HALIFAX
B3N 2E1,19250,742,HALIFAX
B3N 1X7,21086,846,HALIFAX
B3H 4E1,76120,204,HALIFAX
B3H 4B1,75833,146,HALIFAX
B2W 1A4,74411,6533,DARTMOUTH
B3K 4T6,147928,625,HALIFAX
B3H 1R6,79740,336,HALIFAX
B2W 1Y8,51093,6631,DARTMOUTH
B3M 2R7,12877,333,HALIFAX
B3M 1N9,12388,65,HALIFAX
B3M 1T4,11779,319,HALIFAX
B3L 1J6,72222,473,HALIFAX
B3S 1H5,12935,1145,HALIFAX
B3K 2R8,62400,463,HALIFAX
B2Y 3P2,59518,6533,DARTMOUTH
B3S 1C5,19316,1008,HALIFAX
B3N 2R6,15787,639,HALIFAX
B3M 1M5,15998,326,HALIFAX
B3K 3J1,60046,15637,HALIFAX
B2Y 3H3,52095,6376,DARTMOUTH
B3K 5R4,63124,657,HALIFAX
B3R 1C4,25455,888,HALIFAX
B3A 1P3,132086,6817,DARTMOUTH
B3R 1R8,144533,1073,HALIFAX
B3M 3E3,10547,257,HALIFAX
B3K 2Z5,66040,140,HALIFAX
B3M 0E2,145508,16818,HALIFAX
B3M 0E2,145514,16818,HALIFAX
,78565,284,HALIFAX
B3B 1L5,47712,6330,DARTMOUTH
B2X 2A6,48402,6282,DARTMOUTH
B3L 2X7,74684,71,HALIFAX
B3H 3E9,74712,701,HALIFAX
B3L 1J9,72893,473,HALIFAX
B3L 3C3,74742,586,HALIFAX
B3K 2V3,62145,476,HALIFAX
B2W 6A1,60571,6537,DARTMOUTH
B2W 0B3,139391,16478,DARTMOUTH
B3H 2Y6,79562,817,HALIFAX
B3J 1M4,71844,345,HALIFAX
B3L 1K3,72437,275,HALIFAX
B3B 1A1,132268,6545,DARTMOUTH
B2W 4G3,57650,10223,DARTMOUTH
B3K 5N8,137868,214,HALIFAX
B2Y 2C7,61690,6304,DARTMOUTH
B3J 1L1,74685,726,HALIFAX
B3K 1E9,71901,870,HALIFAX
B3L 1G3,75463,748,HALIFAX
B3N 2E2,18997,549,HALIFAX
B3N 3B9,78249,1010,HALIFAX
B3N 3L7,124706,1065,HALIFAX
B2W 2Z2,54250,6389,DARTMOUTH
B3M 1J5,15853,404,HALIFAX
B3R 2J5,24156,805,HALIFAX
B3R 2A3,25314,334,HALIFAX
B3L 2J1,158310,579,HALIFAX
B3J 2L1,158314,767,HALIFAX
B3N 1Z1,21112,260,HALIFAX
B3M 1M4,15364,326,HALIFAX
B2W 6S1,143276,16240,DARTMOUTH
B3N 1V6,81244,796,HALIFAX
B3N 3B9,78217,1010,HALIFAX
B3N 3E1,78374,1010,HALIFAX
B3K 3L4,56834,447,HALIFAX
B2Y 3C8,59225,6347,DARTMOUTH
B3P 1K6,82071,395,HALIFAX
B2W 2E1,115448,6047,DARTMOUTH
B3L 1X2,68278,495,HALIFAX
B3L 2S7,73859,383,HALIFAX
B2W 0E6,139379,16478,DARTMOUTH
B3K 4K1,69596,574,HALIFAX
B3K 3T3,70293,537,HALIFAX
B3S 1K8,11564,15510,HALIFAX
B2Y 4V4,121149,15627,DARTMOUTH
B2Y 3X3,61562,6142,DARTMOUTH
B3H 1K2,79794,419,HALIFAX
B3M 4Y4,131797,15705,HALIFAX
B3R 0A4,144934,16543,HALIFAX
B2X 1J3,47976,6198,DARTMOUTH
B3A 3L6,54150,6645,DARTMOUTH
B3L 3E3,75891,33,HALIFAX
B3J 2A3,73609,59,HALIFAX
B3K 4Z9,59789,60,HALIFAX
B3N 2B9,21191,565,HALIFAX
B2W 6P5,129561,15854,DARTMOUTH
B2X 2J6,108503,6400,DARTMOUTH
B3L 2E4,73285,285,HALIFAX
B3L 3X8,66327,540,HALIFAX
B3M 1H8,15427,351,HALIFAX
B3H 3J7,78005,393,HALIFAX
B2Y 2J1,64171,6225,DARTMOUTH
B2Y 3P1,58958,6533,DARTMOUTH
B3H 1E1,82659,363,HALIFAX
B3R 1C7,25243,367,HALIFAX
B3K 5C3,70073,877,HALIFAX
B3H 3P1,73816,835,HALIFAX
B3L 1C9,73803,896,HALIFAX
B3L 1X5,69775,495,HALIFAX
B3L 3N7,70105,207,HALIFAX
B3P 2S2,85682,1140,HALIFAX
B3H 2V5,82345,900,HALIFAX
B3H 2V3,82448,900,HALIFAX
B3N 2J3,18161,715,HALIFAX
B3N 2C8,15865,46,HALIFAX
B3R 1K7,24557,43,HALIFAX
B2X 1N6,110049,6359,DARTMOUTH
B3H 4A1,75679,619,HALIFAX
B3K 2J6,61865,145,HALIFAX
B3N 1B6,81911,883,HALIFAX
B2W 4Y5,110905,6590,DARTMOUTH
B2W 2T6,54258,6018,DARTMOUTH
B3H 1R1,78450,309,HALIFAX
B3N 2R7,18814,15839,HALIFAX
,129466,6351,DARTMOUTH
B3H 1S2,77874,815,HALIFAX
B2W 1J9,72805,6334,DARTMOUTH
B3M 1N9,13070,65,HALIFAX
B3N 1W1,146354,445,HALIFAX
B3M 3B2,12064,455,HALIFAX
,146798,6581,DARTMOUTH
B2W 6K4,61738,15541,DARTMOUTH
B2W 6A1,58946,6547,DARTMOUTH
B3M 1R5,12393,547,HALIFAX
B2Y 4N2,145140,6027,DARTMOUTH
B2Y 3N4,63822,6224,DARTMOUTH
B2W 1Y2,53627,6622,DARTMOUTH
B3N 2E1,19485,742,HALIFAX
B3K 2A7,63839,391,HALIFAX
B2X 2E6,105703,6694,DARTMOUTH
B3A 3V3,50851,6505,DARTMOUTH
B3A 3K7,53192,6455,DARTMOUTH
B2Y 4R9,140397,16630,DARTMOUTH
B3J 1Y1,147042,364,HALIFAX
B2W 2B9,111794,6221,DARTMOUTH
B3K 2Y9,67135,140,HALIFAX
B3L 2J9,70696,210,HALIFAX
B3A 3Z9,53687,6369,DARTMOUTH
B3H 3C6,79966,701,HALIFAX
B3L 4E1,71277,778,HALIFAX
B3K 1H6,68555,859,HALIFAX
B2W 6N3,122051,15645,DARTMOUTH
B3N 2A1,20812,29,HALIFAX
B3N 2E7,20362,549,HALIFAX
B3N 2A3,20404,771,HALIFAX
B3H 3S3,77058,845,HALIFAX
B3S 1L7,122044,15510,HALIFAX
B3N 0C1,146386,16881,HALIFAX
B3M 1K5,13624,792,HALIFAX
B3N 2L2,19678,337,HALIFAX
B3M 4E4,11655,1014,HALIFAX
B3A 3J7,53290,6713,DARTMOUTH
B2W 3G9,52580,6168,DARTMOUTH
B3A 2G5,51398,6589,DARTMOUTH
B3H 2X7,82435,817,HALIFAX
B3L 2M2,69417,833,HALIFAX
B3L 1K1,71736,275,HALIFAX
B2W 1K1,72238,6334,DARTMOUTH
B2W 0C4,53621,16614,DARTMOUTH
B3L 4E7,20620,464,HALIFAX
B3L 1V7,71053,20,HALIFAX
B2X 3V1,122794,6159,DARTMOUTH
B2W 3L4,110239,6464,DARTMOUTH
B3A 2A8,53865,6616,DARTMOUTH
B3A 3T4,52155,6466,DARTMOUTH
B2X 1J5,48850,6554,DARTMOUTH
B2W 2G5,50685,6661,DARTMOUTH
B3A 4A5,50696,6337,DARTMOUTH
B2Y 3M8,62571,6482,DARTMOUTH
B3K 3W1,65816,338,HALIFAX
B3L 2W3,68417,619,HALIFAX
B2Y 2L7,66012,6170,DARTMOUTH
B3H 3V6,76014,658,HALIFAX
B3K 3S1,67787,223,HALIFAX
B3L 2T2,74586,619,HALIFAX
B3L 1M8,75018,169,HALIFAX
B3L 4B9,71366,45,HALIFAX
B3K 4Z7,61998,60,HALIFAX
B3R 1E6,24918,318,HALIFAX
B3R 1E8,24944,318,HALIFAX
B3K 5V1,66761,1060,HALIFAX
B3L 3V1,73612,868,HALIFAX
B3H 2J7,75744,159,HALIFAX
B2W 1H7,73953,6504,DARTMOUTH
,126921,6012,DARTMOUTH
B2Y 1W7,54450,6053,DARTMOUTH
B3A 2K6,49740,6391,DARTMOUTH
B3R 1C5,25460,888,HALIFAX
B3R 1R6,86087,382,HALIFAX
B2Y 2J3,140395,6544,DARTMOUTH
B2W 1Y7,52182,6569,DARTMOUTH
B2Y 3P6,60552,6533,DARTMOUTH
B3M 4W4,128780,15688,HALIFAX
B3K 1V4,134148,84,HALIFAX
B3B 1A2,132197,6545,DARTMOUTH
B3N 1L1,145967,233,HALIFAX
B3K 2A7,63952,391,HALIFAX
B3K 2M1,59889,272,HALIFAX
B3K 2S3,63284,463,HALIFAX
B2Y 2M3,65074,6124,DARTMOUTH
B3K 5G7,64828,877,HALIFAX
B3L 4S8,67489,686,HALIFAX
B3L 3B3,67651,204,HALIFAX
B3P 2L1,83268,904,HALIFAX
B2W 2B8,111524,6221,DARTMOUTH
B3L 2Y2,74086,293,HALIFAX
B2W 5G1,131065,6160,DARTMOUTH
B3N 1A2,81064,577,HALIFAX
B3L 2Y7,74965,655,HALIFAX
B3L 2Z5,73062,204,HALIFAX
B3L 2H5,74111,579,HALIFAX
B3K 4Z8,62110,60,HALIFAX
B3H 3Z5,77368,619,HALIFAX
B3J 1Z4,74508,59,HALIFAX
B2Y 4V4,121103,15627,DARTMOUTH
B3N 2A6,20773,771,HALIFAX
B3M 2X6,16659,225,HALIFAX
B3S 1M7,16344,462,HALIFAX
,70478,20,HALIFAX
B3A 4Z6,130554,15012,DARTMOUTH
B3K 5X3,67357,1059,HALIFAX
B3H 2N9,74266,638,HALIFAX
B3L 3X5,67512,307,HALIFAX
B2Y 1A9,123156,6136,DARTMOUTH
B2W 6K4,61843,15541,DARTMOUTH
B2W 6K4,61633,15541,DARTMOUTH
B2X 2S1,104837,6571,DARTMOUTH
B3V 0B3,141215,16664,HALIFAX
B2Y 2C4,61561,6304,DARTMOUTH
B3K 3N7,58219,13,HALIFAX
B3P 2R9,85443,1140,HALIFAX
B2Y 1S8,56613,6107,DARTMOUTH
B3A 3B1,58409,6520,DARTMOUTH
B2Y 2Y1,58420,6654,DARTMOUTH
B3J 1C5,77446,576,HALIFAX
B3H 1J7,79512,419,HALIFAX
B3L 3G9,75461,756,HALIFAX
B2W 1B7,73545,6252,DARTMOUTH
B3L 3Y9,74767,550,HALIFAX
B2Y 3M8,62305,6482,DARTMOUTH
B3R 2N3,128942,15710,HALIFAX
B3L 3G2,76082,509,HALIFAX
B3H 2S2,78282,673,HALIFAX
B3P 1R5,82713,627,HALIFAX
B3L 3T3,73115,699,HALIFAX
B3H 1P4,80500,604,HALIFAX
B3P 1T7,82024,860,HALIFAX
B3L 3G6,75091,861,HALIFAX
B3H 3T3,77166,174,HALIFAX
B3K 1L7,142264,871,HALIFAX
B3S 1E5,14770,1084,HALIFAX
B2W 3J3,50205,6649,DARTMOUTH
B2X 2C5,108681,6694,DARTMOUTH
B2X 2G3,105125,6694,DARTMOUTH
B3K 6R6,125220,555,HALIFAX
B3N 1Y3,20883,407,HALIFAX
B3M 2X6,16569,225,HALIFAX
B3M 2Z3,16611,930,HALIFAX
B3P 1H1,83567,142,HALIFAX
B3H 3V3,76914,658,HALIFAX
B3K 3S2,67856,223,HALIFAX
B2X 1M2,111050,6138,DARTMOUTH
B2W 0H8,144069,16800,DARTMOUTH
B2W 0C1,53755,16611,DARTMOUTH
B3P 1N3,83705,571,HALIFAX
B3K 4Z3,62108,129,HALIFAX
B2Y 3A2,59024,6637,DARTMOUTH
B3N 2P7,18348,209,HALIFAX
B3P 2E1,81478,926,HALIFAX
B3R 2G7,25068,370,HALIFAX
B2W 5G6,131080,6818,DARTMOUTH
B3H 1B3,83188,295,HALIFAX
B3K 5V1,66650,1060,HALIFAX
B3K 2Y7,69886,140,HALIFAX
B3H 2G8,76956,433,HALIFAX
B2X 1E6,130312,6061,DARTMOUTH
B3R 1C2,25339,888,HALIFAX
B3M 1Z5,9330,887,HALIFAX
B2X 1C4,131847,6040,DARTMOUTH
B3M 2M3,6826,558,HALIFAX
B3R 1C8,25341,518,HALIFAX
B2X 1N8,110347,6359,DARTMOUTH
B3N 1T3,78679,224,HALIFAX
B3H 2S8,79011,100,HALIFAX
B3A 0B1,142480,16676,DARTMOUTH
B2X 3S9,143928,10903,DARTMOUTH
,162326,17087,HALIFAX
,162327,17087,HALIFAX
B3N 3C6,79122,1018,HALIFAX
B3N 1A8,80294,883,HALIFAX
B3P 1G4,84305,90,HALIFAX
B3H 1E3,82675,147,HALIFAX
B3N 1V5,81107,796,HALIFAX
B3L 2X4,74615,460,HALIFAX
B3H 3X2,77016,467,HALIFAX
B3H 3W5,80481,237,HALIFAX
B3M 1N5,14378,387,HALIFAX
B3L 3Y5,71768,11,HALIFAX
B3K 4V4,67179,185,HALIFAX
B3M 1S2,162301,30,HALIFAX
,162305,6340,DARTMOUTH
B2Y 3J6,53281,6133,DARTMOUTH
B3M 1J7,14644,892,HALIFAX
B3N 2Z7,21087,115,HALIFAX
B2Y 4H1,56016,6495,DARTMOUTH
B2W 4B5,53337,6189,DARTMOUTH
B2W 0C2,53369,16612,DARTMOUTH
B3R 1B4,25534,628,HALIFAX
B3P 1K7,83590,395,HALIFAX
B3S 1B1,22269,1008,HALIFAX
B3M 3C7,15941,867,HALIFAX
B3M 1K1,16122,804,HALIFAX
B3M 2X6,16159,225,HALIFAX
B3P 2R9,85432,1140,HALIFAX
B3N 2V7,16665,761,HALIFAX
B3N 1Z5,21035,642,HALIFAX
B2W 3K6,50745,6464,DARTMOUTH
B3P 2S1,85566,1140,HALIFAX
B3H 1R7,79415,336,HALIFAX
B3A 3L4,54858,6645,DARTMOUTH
B2W 5Z9,59419,6345,DARTMOUTH
B3L 3X5,68224,307,HALIFAX
B3A 3X8,55254,6009,DARTMOUTH
B3J 2K4,74672,266,HALIFAX
B2W 1S2,56883,6114,DARTMOUTH
B2X 3K7,108148,6017,DARTMOUTH
B2W 2P9,55898,6380,DARTMOUTH
B2W 3L3,110921,6464,DARTMOUTH
B2X 2A4,48372,6282,DARTMOUTH
B3R 2G7,25096,370,HALIFAX
B2W 3L1,111622,6464,DARTMOUTH
B2W 3Y9,52376,6333,DARTMOUTH
B2W 3A8,52960,6407,DARTMOUTH
B3J 3R7,69042,850,HALIFAX
B3L 3K1,69246,269,HALIFAX
B3L 2N7,67144,188,HALIFAX
B2W 5A8,113158,6160,DARTMOUTH
B2Y 1H7,61273,6536,DARTMOUTH
B3L 2Z3,74722,204,HALIFAX
B3P 2S1,85862,1140,HALIFAX
B3H 3S5,76036,845,HALIFAX
B3J 2B6,72892,28,HALIFAX
B3K 3W8,66368,75,HALIFAX
,148387,395,HALIFAX
B3H 2K3,74940,172,HALIFAX
B3H 1N8,80134,604,HALIFAX
B3H 2N1,74421,757,HALIFAX
B3P 2C9,81212,874,HALIFAX
B3P 1L3,83934,395,HALIFAX
B3P 1T8,82151,860,HALIFAX
B3P 2H4,85679,609,HALIFAX
B2W 0B2,138402,16477,DARTMOUTH
B3M 3S8,12526,865,HALIFAX
B3M 3S6,13005,865,HALIFAX
,8353,372,HALIFAX
B2W 2P8,56222,6380,DARTMOUTH
B2W 2E8,54955,6189,DARTMOUTH
B3A 3H8,55948,6283,DARTMOUTH
,161598,653,HALIFAX
B2W 2J2,51278,6412,DARTMOUTH
B3A 0A2,146161,6816,DARTMOUTH
B3P 2K6,83095,918,HALIFAX
B2X 1G8,49070,6556,DARTMOUTH
B2X 1Y5,49080,6700,DARTMOUTH
B3S 1G2,13866,1087,HALIFAX
B3H 1G3,138647,359,HALIFAX
B2W 0H6,146317,16801,DARTMOUTH
B3K 6R6,124092,555,HALIFAX
B3M 1V6,11752,588,HALIFAX
,160767,405,HALIFAX
B3N 3K8,129688,15858,HALIFAX
B2W 2L5,109816,6565,DARTMOUTH
B2Y 2C7,61467,6304,DARTMOUTH
B3K 3P1,63277,582,HALIFAX
B2W 0B1,138422,16477,DARTMOUTH
B3R 1J5,24967,410,HALIFAX
B3R 1J6,24992,410,HALIFAX
B2W 6A1,59643,6551,DARTMOUTH
B3P 0C1,144456,16809,HALIFAX
B2W 1R4,51772,6701,DARTMOUTH
B3L 3B6,65789,204,HALIFAX
B2Y 2M5,65992,6561,DARTMOUTH
B3K 4V7,70164,413,HALIFAX
B3K 4W4,68021,348,HALIFAX
B3R 1T5,23702,247,HALIFAX
B3R 1R3,23717,613,HALIFAX
B2W 1Z1,51815,6631,DARTMOUTH
B3L 3T3,73053,699,HALIFAX
B2W 1C7,73268,6315,DARTMOUTH
B2X 2P6,105868,6704,DARTMOUTH
B2W 6R7,133336,16199,DARTMOUTH
B3L 2T4,72685,619,HALIFAX
B3H 2S9,80233,141,HALIFAX
B3R 2H3,25239,436,HALIFAX
B3N 1S9,78510,54,HALIFAX
B3N 1S6,78521,16,HALIFAX
B2W 5G6,131092,6818,DARTMOUTH
B3H 1E4,82321,377,HALIFAX
B3M 2A1,9837,704,HALIFAX
,111481,6424,DARTMOUTH
B3L 2B2,68761,63,HALIFAX
B2X 1Z2,48791,6636,DARTMOUTH
B3K 2A8,64211,391,HALIFAX
B3N 3C8,21632,136,HALIFAX
B3A 3H3,55545,6250,DARTMOUTH
B3A 4K1,160772,6239,DARTMOUTH
B3R 1L9,86382,480,HALIFAX
B3L 2T4,73187,619,HALIFAX
B3H 3V4,76393,658,HALIFAX
B3L 3W5,67151,561,HALIFAX
B2W 6M8,123095,15644,DARTMOUTH
B3M 0A7,138230,15822,HALIFAX
B2W 3H5,50905,6532,DARTMOUTH
B3L 4H5,69262,464,HALIFAX
B2Y 2K8,61307,6352,DARTMOUTH
B2Y 2A6,63196,6200,DARTMOUTH
B2X 2B3,48178,6282,DARTMOUTH
B3N 2K4,17200,337,HALIFAX
B3M 2Y1,15406,766,HALIFAX
B2W 3Z8,112879,6634,DARTMOUTH
B3R 1H3,87698,503,HALIFAX
B3M 4X9,124668,15777,HALIFAX
B3L 1R5,71869,744,HALIFAX
B3H 1N9,79800,604,HALIFAX
B3L 2E5,74218,575,HALIFAX
B3N 2E8,20027,549,HALIFAX
B3N 2Y7,15531,814,HALIFAX
B3N 2G9,20052,795,HALIFAX
B3M 2R5,145614,82,HALIFAX
B3R 1Y8,88013,395,HALIFAX
B2W 3L9,112600,6506,DARTMOUTH
B3H 2S9,79790,141,HALIFAX
B3P 1K2,83756,179,HALIFAX
B2W 0G4,141299,16665,DARTMOUTH
B3K 1E4,70941,235,HALIFAX
B3N 2L9,18226,724,HALIFAX
B3H 3Y7,80620,703,HALIFAX
B2W 4Z1,110923,6314,DARTMOUTH
B3M 3L7,16904,974,HALIFAX
B3M 1A3,14929,514,HALIFAX
B3N 2H6,19263,162,HALIFAX
B3R 2C6,24011,705,HALIFAX
B3K 5E3,68002,877,HALIFAX
B3P 1R1,82916,546,HALIFAX
B3K 4L9,60527,716,HALIFAX
B3M 2C4,139596,286,HALIFAX
B3P 0C6,144512,16810,HALIFAX
B2W 6L4,139714,6032,DARTMOUTH
B3A 4P2,56856,6711,DARTMOUTH
B2W 6P8,130939,16052,DARTMOUTH
B3K 3V5,66838,537,HALIFAX
B3H 1S2,78103,815,HALIFAX
B3P 2L7,82589,134,HALIFAX
B3J 1Y5,76470,59,HALIFAX
B3L 3X4,67435,711,HALIFAX
B3R 1Y8,88011,395,HALIFAX
B3H 4S8,132508,831,HALIFAX
B3M 1A3,14663,514,HALIFAX
B3A 3E1,57137,6215,DARTMOUTH
B3H 3M9,76445,835,HALIFAX
B2W 2J1,112935,6412,DARTMOUTH
B3J 1H5,76207,770,HALIFAX
B2Y 4C1,55808,6617,DARTMOUTH
B2Y 3C2,55923,6445,DARTMOUTH
B3A 1K2,57389,6313,DARTMOUTH
B3M 4Y5,123533,15705,HALIFAX
B2W 0H9,144098,16800,DARTMOUTH
B3L 3R9,67968,79,HALIFAX
B2W 4Z1,110822,6314,DARTMOUTH
B2Y 1Y8,54459,6582,DARTMOUTH
B3L 1Z8,67160,901,HALIFAX
B3N 2R1,19052,209,HALIFAX
B3N 2N3,19452,215,HALIFAX
B3L 1H2,73699,601,HALIFAX
B3K 4Y4,63930,657,HALIFAX
B3A 3V2,50924,6505,DARTMOUTH
B3L 1Y6,70729,487,HALIFAX
B3L 2K2,70811,210,HALIFAX
B3K 1P6,65895,99,HALIFAX
B2Y 2M5,65921,6561,DARTMOUTH
B3M 1M6,12992,341,HALIFAX
B3M 1L1,13073,740,HALIFAX
B3R 1S6,23671,769,HALIFAX
B3R 1R4,23832,613,HALIFAX
B3M 1X8,10209,822,HALIFAX
B3K 3S4,142073,223,HALIFAX
B3L 3X4,67893,711,HALIFAX
B2Y 4J8,135383,6470,DARTMOUTH
B3H 2A3,78251,191,HALIFAX
,49858,6599,DARTMOUTH
B3R 1P2,23868,797,HALIFAX
B2W 2B8,111582,6221,DARTMOUTH
B2Y 4J8,57919,6470,DARTMOUTH
