CIV_POSTAL,CIV_ID,STR_CODE,GSA_NAME
B3R 1P8,23567,481,HALIFAX
B3M 4W5,121751,15689,HALIFAX
B2W 4E6,57634,10223,DARTMOUTH
B3K 4P1,66514,701,HALIFAX
B3R 1E9,25058,318,HALIFAX
B3P 2G9,86919,61,HALIFAX
B3K 4Y5,62250,396,HALIFAX
B2Y 2N6,62116,6012,DARTMOUTH
B3L 4E1,71611,778,HALIFAX
B3L 4B2,71802,536,HALIFAX
B3L 4B3,71362,536,HALIFAX
B3A 3M6,55221,6586,DARTMOUTH
B2W 2M3,58380,6536,DARTMOUTH
B3R 1E6,24984,318,HALIFAX
B3B 1E5,47526,6462,DARTMOUTH
B3L 2Z8,72291,204,HALIFAX
B2X 2X3,50248,6036,DARTMOUTH
B2W 6R6,133281,15544,DARTMOUTH
B3J 2G7,71260,140,HALIFAX
B3N 1R8,80690,521,HALIFAX
B2W 2C4,57585,6644,DARTMOUTH
B3L 2Y3,74539,293,HALIFAX
B3N 1T3,78671,224,HALIFAX
B3H 2J1,76501,212,HALIFAX
B2W 1Z6,53954,6531,DARTMOUTH
B2Y 1H1,62502,6536,DARTMOUTH
B3A 2V8,55722,6653,DARTMOUTH
B3M 0B2,139174,15820,HALIFAX
B2W 5C4,112224,6535,DARTMOUTH
B3R 2A1,87943,664,HALIFAX
B2Y 3G5,53851,6122,DARTMOUTH
B2Y 4G3,56556,6148,DARTMOUTH
B3S 1N4,121391,15628,HALIFAX
B2Y 3G8,53437,6278,DARTMOUTH
B3K 3Z3,61016,267,HALIFAX
B3L 3G7,74555,861,HALIFAX
B2Y 3N2,62515,6306,DARTMOUTH
B2Y 2L8,65624,6023,DARTMOUTH
B3L 1N8,74133,479,HALIFAX
B3H 3N9,74137,835,HALIFAX
B3L 2X3,74177,460,HALIFAX
B3H 4E7,76023,106,HALIFAX
B3H 2K5,76070,899,HALIFAX
B3H 2A4,78302,191,HALIFAX
B3P 0E2,161793,16810,HALIFAX
B3P 0E2,161796,16810,HALIFAX
B3A 3E6,56239,6215,DARTMOUTH
B3N 2R1,19085,209,HALIFAX
B3N 2L1,19450,337,HALIFAX
B3R 2A1,87926,664,HALIFAX
B3R 1Y3,87983,395,HALIFAX
B2X 1T9,50832,6371,DARTMOUTH
B3N 2P7,18270,209,HALIFAX
B3J 2H5,76668,673,HALIFAX
B3K 2C3,64370,489,HALIFAX
B3H 3E7,76037,701,HALIFAX
B3P 1S5,84778,869,HALIFAX
B3H 3X8,81574,66,HALIFAX
B3A 0A6,142623,16676,DARTMOUTH
B3N 2B9,21360,565,HALIFAX
B3R 1J7,87428,802,HALIFAX
B3K 3W8,66682,75,HALIFAX
B2Y 2J3,62974,6544,DARTMOUTH
B3L 3C7,74668,32,HALIFAX
B3H 4G4,76691,630,HALIFAX
B3M 2Z8,8633,434,HALIFAX
B2W 2J4,113369,6412,DARTMOUTH
B2X 2L5,108305,6019,DARTMOUTH
B3K 2B2,63564,437,HALIFAX
B2W 6L7,61869,15544,DARTMOUTH
B4C 4A3,139462,6508,DARTMOUTH
B3M 0B1,139154,15824,HALIFAX
B2X 2T1,103969,6370,DARTMOUTH
B3M 3X9,11242,1007,HALIFAX
B3M 3E3,10751,257,HALIFAX
B3H 3X9,81311,66,HALIFAX
B3H 1B3,83107,295,HALIFAX
B3H 4M3,83165,1002,HALIFAX
B3P 2A1,84017,474,HALIFAX
B3M 4J7,14660,1056,HALIFAX
B3N 2P4,16627,209,HALIFAX
B3N 1Y5,21156,264,HALIFAX
B3N 2T7,16822,86,HALIFAX
B3R 1G9,87806,543,HALIFAX
B2W 3L8,111852,6293,DARTMOUTH
B2X 3V2,122816,15646,DARTMOUTH
B3R 2H5,23930,613,HALIFAX
B3K 1K4,67509,165,HALIFAX
B3K 4K1,69816,574,HALIFAX
B2X 1P3,111483,6230,DARTMOUTH
B3S 1T3,127581,15446,HALIFAX
B2W 5A8,113237,6160,DARTMOUTH
B3A 3S6,132039,6260,DARTMOUTH
B3H 1K7,80332,419,HALIFAX
B2W 0C1,53794,16611,DARTMOUTH
B2W 1E5,78838,6051,DARTMOUTH
B2W 2Y4,56092,6275,DARTMOUTH
B3P 1X5,82558,420,HALIFAX
B3A 3M5,54937,6586,DARTMOUTH
B2Y 2X4,57981,6429,DARTMOUTH
B3M 2X4,15986,358,HALIFAX
B3H 2V3,82698,900,HALIFAX
B3P 1K8,82702,395,HALIFAX
B3P 1K7,82734,395,HALIFAX
B3H 4E6,77204,106,HALIFAX
B3S 0C8,142919,16716,HALIFAX
B3R 2E5,24811,222,HALIFAX
B3P 1T3,83828,869,HALIFAX
B3P 2R9,85600,1140,HALIFAX
B3N 1R7,80592,521,HALIFAX
B3N 3M3,129632,565,HALIFAX
B3K 6R6,128231,555,HALIFAX
B3M 3J7,14011,787,HALIFAX
B3A 0B6,142676,16708,DARTMOUTH
B3J 0A8,74522,16756,HALIFAX
B3H 2T9,80811,544,HALIFAX
B2W 2L8,110760,6708,DARTMOUTH
B3H 3P5,81265,695,HALIFAX
B3H 3X9,81349,66,HALIFAX
B3P 1P8,127853,14,HALIFAX
B3K 1E4,71193,235,HALIFAX
B3A 0A8,142595,16676,DARTMOUTH
B3B 2B9,122596,15021,DARTMOUTH
B3L 2M3,69926,292,HALIFAX
B3L 1R7,69972,794,HALIFAX
B3L 1K4,72033,275,HALIFAX
B3H 3Z6,76882,619,HALIFAX
B3K 5K4,57767,152,HALIFAX
B3K 5V2,63394,1048,HALIFAX
B3N 3H6,140127,1090,HALIFAX
B2W 3L3,110790,6464,DARTMOUTH
B3L 4C7,68166,720,HALIFAX
B3P 2J9,82060,694,HALIFAX
B2W 6N3,131106,15645,DARTMOUTH
B3R 1M9,25390,484,HALIFAX
B3K 2B8,63468,488,HALIFAX
B3L 3S2,65715,884,HALIFAX
B3N 3M5,129622,565,HALIFAX
B2Y 2L9,64744,6434,DARTMOUTH
B3B 0B6,137845,16485,DARTMOUTH
B2Y 1J3,60603,6536,DARTMOUTH
B3A 3S9,52823,6374,DARTMOUTH
B3A 2K5,49843,6391,DARTMOUTH
B3A 3N4,52359,6586,DARTMOUTH
B3L 4N3,71595,344,HALIFAX
B3K 1H4,69224,738,HALIFAX
B3L 3R5,72334,798,HALIFAX
B3N 2N8,18663,7,HALIFAX
B3N 2W8,19581,401,HALIFAX
B3L 1Z7,70102,211,HALIFAX
B3M 1Y2,10027,816,HALIFAX
B2W 0B2,140558,16477,DARTMOUTH
B3K 2V4,60588,591,HALIFAX
B3H 3E2,77992,701,HALIFAX
B3H 2M9,74028,757,HALIFAX
B3H 2E5,75830,433,HALIFAX
B3S 1L7,122040,15510,HALIFAX
B2W 6N3,130309,15645,DARTMOUTH
B3K 3T9,68800,537,HALIFAX
B3L 1R5,71992,744,HALIFAX
B3H 3K3,75989,393,HALIFAX
B3R 1R6,85796,382,HALIFAX
B3S 1H4,12911,1143,HALIFAX
B3P 1P1,84124,637,HALIFAX
B3M 1R2,12024,148,HALIFAX
B3R 1R3,23808,613,HALIFAX
B2X 1P1,111338,6071,DARTMOUTH
B2Y 3S5,72259,6533,DARTMOUTH
B3H 2P1,74255,638,HALIFAX
B2Y 2M6,70744,6437,DARTMOUTH
B3L 2V3,70895,619,HALIFAX
B3K 3R8,68777,223,HALIFAX
B3M 2S9,8877,440,HALIFAX
B3M 3S4,8243,450,HALIFAX
B3H 4E5,77190,106,HALIFAX
B3K 2A8,63818,391,HALIFAX
B3K 2G8,62593,200,HALIFAX
B3K 5V9,67085,6,HALIFAX
B3K 1E6,70804,235,HALIFAX
B3N 1Z1,21150,260,HALIFAX
B3H 1S7,79117,765,HALIFAX
B3B 1N6,47588,6336,DARTMOUTH
B2X 1K9,111058,6100,DARTMOUTH
B3M 4Y5,123540,15705,HALIFAX
B3K 3S1,67718,223,HALIFAX
B3L 1N8,74375,479,HALIFAX
B2X 1G1,49903,6469,DARTMOUTH
B3M 4W4,128787,15688,HALIFAX
B2W 0G1,140973,16647,DARTMOUTH
B3L 1Z4,68822,211,HALIFAX
B3K 4L4,66478,313,HALIFAX
,147668,871,HALIFAX
B3K 1L7,67985,871,HALIFAX
B2X 2G6,104122,6694,DARTMOUTH
B3H 1W4,78438,831,HALIFAX
B2Y 4V3,161332,6697,DARTMOUTH
B3S 0H4,161344,17049,HALIFAX
B3P 2L5,82524,1,HALIFAX
B3L 1L3,72442,169,HALIFAX
B3A 1J1,52855,6711,DARTMOUTH
B3A 2M7,52871,6141,DARTMOUTH
B3H 2Z8,78708,856,HALIFAX
B3N 1N3,161913,441,HALIFAX
B2W 3L9,112222,6506,DARTMOUTH
B2Y 1L8,59386,6543,DARTMOUTH
B3B 1A2,132217,6545,DARTMOUTH
B3A 1Z2,55585,6438,DARTMOUTH
B3J 2X4,75556,770,HALIFAX
B3K 1R8,66715,535,HALIFAX
B2Y 1W4,54847,6053,DARTMOUTH
B3R 1K6,24444,43,HALIFAX
B3K 2Y8,137857,140,HALIFAX
B3K 4Z3,61732,129,HALIFAX
B3K 5A4,60173,555,HALIFAX
B3P 1M2,23475,395,HALIFAX
B3L 3B5,67083,204,HALIFAX
B2Y 3C9,58346,6347,DARTMOUTH
B3M 1M7,12716,341,HALIFAX
B3R 2G6,25080,370,HALIFAX
B3K 5B7,71515,877,HALIFAX
B3P 2S3,86028,15255,HALIFAX
B3A 1N1,57053,6723,DARTMOUTH
B3M 1L1,13012,740,HALIFAX
B3M 1N8,12505,65,HALIFAX
B3S 1E2,11933,1075,HALIFAX
B2Y 2A6,63713,6200,DARTMOUTH
B3M 3A6,16862,973,HALIFAX
B3P 1P8,83548,14,HALIFAX
B3P 2H3,85776,609,HALIFAX
B2W 2J4,113656,6412,DARTMOUTH
B2Y 2A8,64205,6104,DARTMOUTH
B3K 5A8,64192,788,HALIFAX
B3M 4Y5,123541,15705,HALIFAX
B2W 4G6,57046,6191,DARTMOUTH
B3L 1B7,75799,675,HALIFAX
B3M 2L7,7932,69,HALIFAX
B3H 3H5,78039,284,HALIFAX
B3M 3X9,10898,1007,HALIFAX
B3M 3J7,13771,787,HALIFAX
B3M 3J7,13985,787,HALIFAX
B3N 2K7,18347,337,HALIFAX
B3A 3Z2,49881,6009,DARTMOUTH
B3H 3M8,77323,835,HALIFAX
B3H 2M6,77481,825,HALIFAX
B3R 1C5,25438,888,HALIFAX
B2Y 2A6,63553,6200,DARTMOUTH
B2W 0J6,146710,16867,DARTMOUTH
B3P 0C7,144478,16810,HALIFAX
B3B 0C8,139091,16507,DARTMOUTH
B3M 3Y1,11143,1007,HALIFAX
B3M 1S7,10759,319,HALIFAX
B3K 5K4,58528,152,HALIFAX
B3K 3X5,65146,421,HALIFAX
B3J 1H9,75009,265,HALIFAX
B2Y 4G8,67696,6533,DARTMOUTH
B3N 3M2,129694,565,HALIFAX
B2W 1W5,54929,6089,DARTMOUTH
B3L 1A4,74035,675,HALIFAX
B2W 6S1,143266,16240,DARTMOUTH
B3M 1E7,16860,137,HALIFAX
B3N 2M6,16861,215,HALIFAX
B3L 1R5,72322,744,HALIFAX
B3B 1S3,48066,6656,DARTMOUTH
B3S 1E2,11141,1076,HALIFAX
B3N 3L8,124136,1090,HALIFAX
B3N 3H5,81525,1091,HALIFAX
B2W 0A1,134825,16327,DARTMOUTH
B3K 3T7,69092,537,HALIFAX
B3S 1K8,11528,15510,HALIFAX
B3N 1L8,80319,21,HALIFAX
B3L 3C4,73768,586,HALIFAX
B3L 3C8,75646,32,HALIFAX
B2W 4H7,54692,6557,DARTMOUTH
B2W 1N9,55967,6673,DARTMOUTH
B2Y 1V1,57529,6680,DARTMOUTH
B3A 2T2,56131,6667,DARTMOUTH
B2W 5C5,113110,6535,DARTMOUTH
B3J 1C1,76922,576,HALIFAX
B3M 4Y2,122914,15542,HALIFAX
B3K 1P8,66011,99,HALIFAX
B3K 3T3,70365,537,HALIFAX
B3J 2B3,74017,28,HALIFAX
B3L 1P4,70771,593,HALIFAX
B3H 1W5,78581,831,HALIFAX
B3R 1R6,86218,382,HALIFAX
B3M 3N1,14820,934,HALIFAX
B3N 2G4,19017,795,HALIFAX
B3N 2N2,19258,215,HALIFAX
B3N 2P2,19276,7,HALIFAX
B3M 3N5,15400,626,HALIFAX
B3J 1J8,74331,107,HALIFAX
B2Y 2Y4,58868,6305,DARTMOUTH
B3M 1P9,11062,548,HALIFAX
B3L 3E2,74389,32,HALIFAX
B3H 3V4,76326,658,HALIFAX
B2W 1E7,78583,6110,DARTMOUTH
B3A 3Y2,54026,6009,DARTMOUTH
B2X 3T2,123623,4377,DARTMOUTH
B2Y 2E2,59878,6398,DARTMOUTH
B3B 0B6,141958,16485,DARTMOUTH
B3S 0C7,142944,16715,HALIFAX
B3M 2T5,10894,617,HALIFAX
B3M 2N3,7999,661,HALIFAX
B3P 2M4,135807,128,HALIFAX
B3K 1N7,144721,593,HALIFAX
B2W 5C5,112924,6535,DARTMOUTH
,132485,765,HALIFAX
,143226,16733,HALIFAX
B3P 2H2,85208,109,HALIFAX
B2W 6A1,60478,6551,DARTMOUTH
B3P 1X7,83361,420,HALIFAX
B3P 1S6,85035,869,HALIFAX
B3M 1B7,18234,514,HALIFAX
B3N 3K7,129674,15858,HALIFAX
B3M 4G8,12394,1054,HALIFAX
B3B 1G1,48078,6196,DARTMOUTH
B3K 3K1,59590,15637,HALIFAX
B3K 3J1,59829,15637,HALIFAX
B3A 1V9,55369,6678,DARTMOUTH
B3A 1Z8,56707,6616,DARTMOUTH
B2W 1G5,73529,6229,DARTMOUTH
B3L 0A6,157856,16855,HALIFAX
B3L 3G8,75350,756,HALIFAX
B3K 1M7,66084,593,HALIFAX
B3H 1Y7,138179,770,HALIFAX
B3M 1K6,16507,863,HALIFAX
B3L 3E6,162952,674,HALIFAX
,162980,166,HALIFAX
,163061,345,HALIFAX
B3H 3W6,163066,237,HALIFAX
B3R 2G9,25115,408,HALIFAX
B2X 2W9,48189,6459,DARTMOUTH
B3A 3S6,132040,6260,DARTMOUTH
B3B 0B1,138163,16436,DARTMOUTH
B2X 1R4,51262,6424,DARTMOUTH
B3N 1T4,78814,224,HALIFAX
B3N 1A2,81106,577,HALIFAX
B3M 3A3,8889,156,HALIFAX
B3P 1X1,23479,774,HALIFAX
B3A 1C7,60429,6711,DARTMOUTH
B3K 3N1,61966,252,HALIFAX
B2W 2N5,115337,6567,DARTMOUTH
B3K 3P6,58383,4,HALIFAX
B3H 1P6,78207,451,HALIFAX
B3M 0C3,139191,15821,HALIFAX
B3R 0A5,139639,16544,HALIFAX
B3S 0A9,140470,16601,HALIFAX
B3S 0A9,140482,16601,HALIFAX
B3K 4X8,64060,446,HALIFAX
B3K 3L8,57224,585,HALIFAX
B2W 0H8,144072,16800,DARTMOUTH
B3P 2H9,84505,706,HALIFAX
B2Y 3P4,60074,6533,DARTMOUTH
B3P 1R2,83390,627,HALIFAX
,68679,235,HALIFAX
B3A 4M3,50600,6642,DARTMOUTH
B3K 1T1,65721,105,HALIFAX
B3M 2G7,8020,494,HALIFAX
B3N 0C4,146431,445,HALIFAX
B3R 1R6,85910,382,HALIFAX
B3H 2M7,77288,825,HALIFAX
B3P 2E5,82077,694,HALIFAX
B3H 2J8,75585,159,HALIFAX
B3N 0C1,146375,16881,HALIFAX
B3K 2Y8,134096,140,HALIFAX
B3S 1G3,10566,1079,HALIFAX
B2Y 2R4,62189,6363,DARTMOUTH
B2Y 2J6,62254,6237,DARTMOUTH
B3K 1Y8,64894,439,HALIFAX
B2W 1E4,71737,6069,DARTMOUTH
B3J 1A9,76073,576,HALIFAX
B3L 2T2,129116,619,HALIFAX
B3R 0A1,134975,16355,HALIFAX
B2W 4S8,51869,6281,DARTMOUTH
B3A 4Z1,126973,15586,DARTMOUTH
B3H 4G7,77478,668,HALIFAX
B3M 1J7,14810,892,HALIFAX
B3M 4W6,121728,15689,HALIFAX
B2Y 2L9,64903,6434,DARTMOUTH
B3P 1X4,82657,420,HALIFAX
B2Y 3E7,56004,6403,DARTMOUTH
B3H 1J2,162614,77,HALIFAX
B3K 1P5,162666,593,HALIFAX
B3L 1X7,144853,495,HALIFAX
B3L 3W1,70390,194,HALIFAX
B3N 2M7,17848,215,HALIFAX
B3M 1H1,18133,24,HALIFAX
B3L 1V8,71642,20,HALIFAX
B2W 1E3,72301,6069,DARTMOUTH
B2Y 1M6,140894,6543,DARTMOUTH
B3A 4Z4,122631,15599,DARTMOUTH
B3P 2L7,82669,134,HALIFAX
B3K 2L9,59876,272,HALIFAX
B3H 2C3,77327,428,HALIFAX
B2W 1C7,73486,6315,DARTMOUTH
B2X 0A3,163082,16433,DARTMOUTH
B2X 0B6,163086,17101,DARTMOUTH
B2X 1P9,111119,6597,DARTMOUTH
B3S 1G3,10535,1079,HALIFAX
B2W 2Y6,55385,6382,DARTMOUTH
B3M 1H5,18178,94,HALIFAX
B3S 1H9,12691,15334,HALIFAX
B2X 1R5,51793,6424,DARTMOUTH
B2W 5E8,111506,6634,DARTMOUTH
B3R 2N3,128932,15710,HALIFAX
B2X 2B5,133914,6078,DARTMOUTH
B2X 1K4,48645,6001,DARTMOUTH
B2X 2B1,48187,6282,DARTMOUTH
B3N 2W4,19131,17,HALIFAX
B3H 3W8,77650,467,HALIFAX
B3L 3W5,66539,561,HALIFAX
B2W 6S3,134015,16242,DARTMOUTH
B3M 4V9,121600,15686,HALIFAX
B3N 1B7,81763,883,HALIFAX
B3M 3A4,8713,156,HALIFAX
B3M 3G5,10430,606,HALIFAX
B3R 2H6,23907,613,HALIFAX
B3L 4B1,69102,16588,HALIFAX
B3K 1Y6,64530,439,HALIFAX
B2Y 3X8,62258,6433,DARTMOUTH
B2W 6R6,133284,15544,DARTMOUTH
B2Y 2Z1,56447,6305,DARTMOUTH
B2W 1N6,53840,6673,DARTMOUTH
B3K 1Z5,63301,901,HALIFAX
B3K 2N8,59951,683,HALIFAX
B3P 1G1,83027,229,HALIFAX
B3K 3W7,68145,427,HALIFAX
B3M 1B8,18805,514,HALIFAX
B2Y 2A7,63137,6200,DARTMOUTH
B2Y 2A7,63139,6200,DARTMOUTH
B3R 1J3,24827,410,HALIFAX
B3K 1V4,65067,84,HALIFAX
B3J 2J8,77039,266,HALIFAX
B3L 1K4,72127,275,HALIFAX
B3K 6R6,129183,555,HALIFAX
B2Y 3G6,129344,6122,DARTMOUTH
B3L 2A1,67465,901,HALIFAX
B3L 3W5,67817,561,HALIFAX
B3R 1Y8,88001,395,HALIFAX
B3P 0B5,139930,16531,HALIFAX
B3V 0B3,144166,16664,HALIFAX
B3R 0A2,134999,16355,HALIFAX
B2W 0J8,146324,16801,DARTMOUTH
B2W 0J8,146326,16801,DARTMOUTH
B3R 1C8,147603,518,HALIFAX
B3J 2L1,148697,767,HALIFAX
B3K 5N7,59127,932,HALIFAX
B2Y 4N2,68887,6027,DARTMOUTH
B3P 0C6,144499,16810,HALIFAX
B3M 0B1,139158,15824,HALIFAX
B3R 1E4,24760,972,HALIFAX
B2X 2J9,108382,6579,DARTMOUTH
B3P 1A6,82805,458,HALIFAX
B2Y 1X7,52226,6172,DARTMOUTH
B2X 1H8,48974,6362,DARTMOUTH
B2X 1G4,50109,6307,DARTMOUTH
B3A 2J6,50135,6528,DARTMOUTH
B3K 3N9,63512,582,HALIFAX
B2X 1L9,110512,6585,DARTMOUTH
B3L 2P1,67441,282,HALIFAX
B2W 1R8,52799,6701,DARTMOUTH
B3R 1R6,85890,382,HALIFAX
B3A 4V6,48964,6666,DARTMOUTH
B2X 1G9,49157,6556,DARTMOUTH
B2Y 3W1,60849,6263,DARTMOUTH
B3P 1P5,83651,858,HALIFAX
B3P 1M6,85425,732,HALIFAX
B2W 2Z5,55830,6681,DARTMOUTH
B3A 2Z1,55636,6130,DARTMOUTH
B3H 3K6,75348,393,HALIFAX
B3H 4E1,76562,204,HALIFAX
B3N 1Y8,20755,260,HALIFAX
B3N 2J4,18710,715,HALIFAX
B2W 2X8,53690,6050,DARTMOUTH
B3M 0E2,145517,16818,HALIFAX
B2X 2T5,48166,6228,DARTMOUTH
B2W 1S4,50605,6297,DARTMOUTH
B3A 2C7,52204,6606,DARTMOUTH
B2X 1Y8,48972,6636,DARTMOUTH
B3A 1S6,52598,6119,DARTMOUTH
B3M 3G2,8980,469,HALIFAX
B3A 1A4,135601,6608,DARTMOUTH
B2X 2T8,109119,6178,DARTMOUTH
B3A 1A7,55681,6331,DARTMOUTH
B3S 1G2,13653,1087,HALIFAX
B3P 1S3,83627,329,HALIFAX
B3P 2T6,123247,15497,HALIFAX
B2X 2V1,106178,6227,DARTMOUTH
B3K 2Y8,68993,140,HALIFAX
B3K 1R3,67090,541,HALIFAX
B3A 4Z2,139116,15582,DARTMOUTH
B3J 2B3,131942,28,HALIFAX
B3L 3L9,65160,180,HALIFAX
B3K 4K4,69442,435,HALIFAX
B2W 2P6,57117,6146,DARTMOUTH
B2Y 4E5,57168,6651,DARTMOUTH
B2X 2S9,104147,6457,DARTMOUTH
B3K 1J9,66083,42,HALIFAX
B3N 3G5,81768,1071,HALIFAX
B3R 1V5,23640,395,HALIFAX
B2Y 2X6,58246,6212,DARTMOUTH
B2Y 3V8,63000,6416,DARTMOUTH
B3K 3R2,70687,223,HALIFAX
B2W 2Y3,55874,6275,DARTMOUTH
B3H 1L6,81042,419,HALIFAX
B3H 2Z6,81173,126,HALIFAX
B3L 1K3,72302,275,HALIFAX
B2Y 3H1,52950,6376,DARTMOUTH
B3L 3E5,162502,674,HALIFAX
B2Y 3H2,52240,6376,DARTMOUTH
B3P 1Y5,82824,684,HALIFAX
B2Y 3G7,54304,6278,DARTMOUTH
B3K 1Y5,162698,439,HALIFAX
B3S 0H4,161351,17049,HALIFAX
B3N 2J7,19397,715,HALIFAX
B3R 2A7,23986,453,HALIFAX
B2Y 2E2,60541,6398,DARTMOUTH
B3R 2H1,25197,424,HALIFAX
B3M 2M2,6882,262,HALIFAX
B2W 3B2,54491,6031,DARTMOUTH
B3A 3H5,54509,6250,DARTMOUTH
B2Y 3G5,55800,6122,DARTMOUTH
B3K 5G8,64929,877,HALIFAX
B3L 1R6,69593,794,HALIFAX
B3K 2S4,63023,463,HALIFAX
B3L 3N8,69666,207,HALIFAX
B3S 1G3,10604,1079,HALIFAX
B3S 1G3,10821,1079,HALIFAX
B3P 2M4,83468,128,HALIFAX
B3M 2K2,10486,69,HALIFAX
B3M 4R2,9777,1142,HALIFAX
B3M 1S6,10724,319,HALIFAX
B3L 3J1,69424,243,HALIFAX
B3L 2N6,67255,188,HALIFAX
B3M 3A8,12233,279,HALIFAX
B3P 1H2,83522,142,HALIFAX
B2W 5Z9,59207,6037,DARTMOUTH
B3K 4A2,59224,475,HALIFAX
B2Y 3W9,62366,6263,DARTMOUTH
B2W 1X1,50742,6350,DARTMOUTH
B3K 3J3,59581,15637,HALIFAX
B3R 1M1,144567,16811,HALIFAX
B3M 0E2,161684,16818,HALIFAX
B2W 5E5,111308,6634,DARTMOUTH
B2Y 1K3,59804,6536,DARTMOUTH
B3S 1K4,12421,1015,HALIFAX
B3P 2L1,83201,904,HALIFAX
B3R 2A4,25291,334,HALIFAX
B3A 1S8,52875,6360,DARTMOUTH
B3M 1P7,11426,548,HALIFAX
B3A 1C4,60883,6231,DARTMOUTH
B3P 1K6,82261,395,HALIFAX
B3P 2S1,85807,1140,HALIFAX
B3H 1J2,81520,77,HALIFAX
B3P 2J3,83475,970,HALIFAX
B2W 5A3,109733,6479,DARTMOUTH
B2W 5C5,112663,6535,DARTMOUTH
B3B 1A2,132205,6545,DARTMOUTH
B3K 1G1,71779,870,HALIFAX
B3K 2Z6,65929,140,HALIFAX
B3K 4Y6,137760,396,HALIFAX
B3P 2S3,85988,15255,HALIFAX
B3R 1R5,86252,382,HALIFAX
B2Y 3G5,55072,6122,DARTMOUTH
B2X 2C6,107151,6694,DARTMOUTH
B3L 1P4,70065,593,HALIFAX
B2Y 2A9,63729,6104,DARTMOUTH
B3A 1K2,57657,6313,DARTMOUTH
B2Y 2K6,62637,6352,DARTMOUTH
B3K 4R5,64386,701,HALIFAX
B3S 1J7,12919,15319,HALIFAX
B3R 1M3,24000,388,HALIFAX
B3M 3H8,8064,739,HALIFAX
B3M 3H8,8076,739,HALIFAX
B3P 1H7,84972,199,HALIFAX
B3P 1M5,85298,732,HALIFAX
B3A 2S5,57867,6667,DARTMOUTH
B3K 5R8,58840,1013,HALIFAX
B2W 1B8,73547,6488,DARTMOUTH
B3J 2B3,73998,28,HALIFAX
B2W 6S3,134018,16242,DARTMOUTH
B3M 2E3,8939,369,HALIFAX
B3R 1X5,25078,395,HALIFAX
B2Y 1V8,138916,6439,DARTMOUTH
B3H 2L1,75908,600,HALIFAX
B3K 5K4,58165,152,HALIFAX
B3K 2J6,61730,145,HALIFAX
B2W 1Z8,50018,6568,DARTMOUTH
B3R 0A5,139647,16544,HALIFAX
B3M 1R5,12234,547,HALIFAX
B3M 1T6,12163,800,HALIFAX
B3H 0A9,146124,377,HALIFAX
B3S 1A2,131680,1008,HALIFAX
,76168,770,HALIFAX
B3H 1C9,82571,363,HALIFAX
B3B 1B1,132161,6809,DARTMOUTH
B3L 1K2,145018,275,HALIFAX
B3S 1E3,13498,1081,HALIFAX
B3M 2Y5,14533,245,HALIFAX
B3P 2V1,144518,15505,HALIFAX
B3H 2K4,74837,172,HALIFAX
B3J 1Y1,71305,364,HALIFAX
B3L 3S2,65542,884,HALIFAX
B2X 2W9,48165,6459,DARTMOUTH
B3P 2L9,82815,694,HALIFAX
B3P 2J4,133083,819,HALIFAX
B3N 1B6,81699,883,HALIFAX
B3P 1K4,80941,395,HALIFAX
B3H 1J4,79101,419,HALIFAX
B3K 1P2,68307,593,HALIFAX
B3L 3J5,71538,269,HALIFAX
B2W 1A3,73452,6533,DARTMOUTH
B2Y 2Y2,58737,6654,DARTMOUTH
B3L 2V6,70030,619,HALIFAX
B2W 0H6,144272,16801,DARTMOUTH
B3K 3Z2,61038,267,HALIFAX
B2W 6A1,61124,6514,DARTMOUTH
B3K 1H8,69044,859,HALIFAX
B3H 2B7,77189,852,HALIFAX
B3H 3M7,77227,835,HALIFAX
B3P 1S4,124056,329,HALIFAX
B3K 2R9,62398,463,HALIFAX
B3L 3B9,75402,586,HALIFAX
B3K 3C2,67342,360,HALIFAX
B3J 1C5,77348,576,HALIFAX
B3M 0C3,139188,15821,HALIFAX
B3K 2M7,61612,272,HALIFAX
B3L 3A4,70641,204,HALIFAX
B3N 1E3,78935,554,HALIFAX
B3H 2X5,82635,817,HALIFAX
B3M 4W4,128805,15688,HALIFAX
B3S 1S6,128131,1082,HALIFAX
B2Y 3P3,59534,6533,DARTMOUTH
B3L 3N1,71123,207,HALIFAX
B2X 1V4,50509,6371,DARTMOUTH
B3A 3X2,50717,6397,DARTMOUTH
B3L 3J3,68668,243,HALIFAX
B3L 2L2,71657,605,HALIFAX
B2X 1G8,49277,6556,DARTMOUTH
B3R 2G5,24762,294,HALIFAX
B3L 3N5,70724,207,HALIFAX
B3K 3T8,68481,537,HALIFAX
B3L 2M9,68508,718,HALIFAX
B3M 1J9,15014,803,HALIFAX
B2W 1R5,50854,6701,DARTMOUTH
B2X 1G4,49190,6307,DARTMOUTH
B3A 2N8,52729,6167,DARTMOUTH
B3L 3W3,68584,561,HALIFAX
B3K 1P5,69392,593,HALIFAX
B3L 3W3,69441,561,HALIFAX
B3L 2B3,69601,63,HALIFAX
B2W 6P9,130994,16053,DARTMOUTH
B2W 6L2,60752,15530,DARTMOUTH
B3K 4K2,69779,574,HALIFAX
B3K 1B9,69950,35,HALIFAX
B3J 2J2,76972,96,HALIFAX
B3B 1A2,132213,6545,DARTMOUTH
B3B 1A1,132230,6545,DARTMOUTH
B2Y 2L9,64573,6434,DARTMOUTH
