OBJECTID,PARK_ID,OWNER,HRMINTRST,HECTARES,NAMESTATUS,NAMEAPRDTE,PARK_MAINT,GROUP_ID,ADDDATE,MODDATE,SDATE,SOURCE,SACC,GLOBALID,PARK_NAME,PARK_TYPE,DEVELOPED,CIVIC_ID,Shape__Area,Shape__Length
703,895,Halifax,Yes,0.37,N,,HRM,895,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-05-11T00:00:00.000Z,Asset Management Project,,1c05c939-9e6a-4bb0-afdd-d4d42ef0d1e3,FOX HOLLOW DRIVE PARK,Neighbourhood,No,8342,7381.425781,359.7954462
704,3224,Halifax,Yes,4.03,N,,,3224,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,,,,93a81d24-7c8a-431d-b346-54d64f98a2fe,KIDSTON LAKE PARK,District,Yes,25189,79445.58594,2530.051765
705,89,Halifax,Yes,0.38,N,,HRM,89,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-11-20T00:00:00.000Z,Asset Management Project,,98e295c4-aadd-416d-ae12-48bba833dbff,ATHOLEA DRIVE PARK,Neighbourhood,Yes,120084,7497.417969,357.0275267
706,1251,Halifax,Yes,0.5,N,,,1251,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,,,,3f74915e-2d78-4c9e-aae3-92a4afee96f8,NEWCASTLE STREET PARK,Neighbourhood,Yes,126907,9800.804688,547.5896689
707,124,Halifax,Yes,0.1,N,,,124,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,,,,7d758b15-9ff9-4485-9d49-c9205b9ba9af,LINDEN LEA FROG POND PARK,Neighbourhood,Yes,60218,1921.664063,190.5864614
708,510,Halifax,Yes,0.04,N,,HRM,6000,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2008-12-16T00:00:00.000Z,Asset Management Project,,36647d27-8e05-46f3-bf55-e3c06861ab66,RENFREW STREET PARK,Neighbourhood,Yes,147053,858.09375,123.2276754
709,2845,Halifax,Yes,0.64,N,,HRM,2845,2019-02-08T21:05:13.000Z,2019-02-27T17:44:00.000Z,2009-05-08T00:00:00.000Z,Asset Management Project,,fd6d5620-23a5-4603-b658-da71014f12e4,RISING SUN TRAIL PARK,Neighbourhood,Yes,147448,13699.91797,521.6117345
710,3422,Halifax,Yes,16.83,N,,Shared,3422,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-06T00:00:00.000Z,Asset Management Project,,a9ee11f3-42b3-4f8f-a465-3afbcec162a6,WEST DOVER PARK,Community,Yes,147428,330827.25,3510.328616
711,463,Halifax,Yes,2.65,N,,,463,2019-02-08T21:05:13.000Z,2018-11-29T20:59:10.000Z,,,,2748e12b-f047-4ae5-82bb-60cdcdb93b38,NORTH WOODSIDE COMMUNITY CENTRE PARK,Community,Yes,65629,52475.98438,1072.825515
712,1406,Halifax,Yes,0.83,A,2018-11-27T00:00:00.000Z,HRM,1406,2019-02-08T21:05:13.000Z,2018-11-29T15:35:05.000Z,2009-11-10T00:00:00.000Z,Asset Management Project,,520ea5b8-61f4-4f5d-b203-a2487acab153,PARTRIDGE NEST DRIVE PARK,Neighbourhood,Yes,105556,16350.99219,737.1292155
713,1553,Halifax,Yes,4.17,N,,HRM,1553,2019-02-08T21:05:13.000Z,2018-11-29T15:11:49.000Z,2009-03-31T00:00:00.000Z,Asset Management Project,,a1019f77-e56c-45fd-a524-77a8550a16e3,J. ALBERT WALKER PARK,Community,Yes,147400,82352.19141,1143.037832
714,1554,Halifax,Yes,0.59,N,,HRM,1554,2019-02-08T21:05:13.000Z,2018-11-29T15:17:23.000Z,2009-04-02T00:00:00.000Z,Asset Management Project,,b84ecc56-cfc5-411a-ad05-51c875ae8292,STANLEY I. RAINE PARK,Neighbourhood,Yes,82464,11679.34766,537.166199
715,4010,Halifax,Yes,1.94,N,,School Board,313,2019-02-08T21:05:13.000Z,2018-11-29T15:13:01.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,a2942e71-7426-44cb-84c5-050fe1375380,LEMARCHANT-ST. THOMAS ELEMENTARY SCHOOL PARK,Community,Yes,76812,38265.19531,822.0450525
716,5150,Halifax,Yes,1.94,N,,HRM,450,2019-02-08T21:05:13.000Z,2018-11-29T15:13:19.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,76c967cc-b38f-4039-a4d1-0507773be6fd,GERALD B. GRAY PARK,District,Yes,49230,38379.125,782.6765827
717,5155,Halifax,Yes,1.63,N,,Shared,306,2019-02-08T21:05:13.000Z,2018-11-29T16:06:32.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,4634fa0e-f30c-4138-9907-5e2cf6dfde38,COLONEL JOHN STUART ELEMENTARY SCHOOL PARK,Community,Yes,115290,32201.4375,829.5465056
718,5156,Halifax,Yes,4.44,N,,UN,478,2019-02-08T21:05:13.000Z,2018-11-29T21:01:13.000Z,2010-02-12T00:00:00.000Z,Asset Management Project,,eaa876f5-5f7c-46be-b2a1-0c1898e4185b,UPPER HAMMONDS PLAINS RECREATION CENTRE PARK,Community,Yes,973,88049.98047,1521.791888
719,5158,Halifax,Yes,1.22,N,,Shared,311,2019-02-08T21:05:13.000Z,2018-11-29T15:08:59.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,4d2b14f5-1abe-43a3-889a-31b1c931a5f3,ECOLE DES BEAUX-MARAIS PARK,Community,Yes,101299,24140,623.4651229
720,455,Halifax,Yes,1.05,N,,Management Agreement,455,2019-02-08T21:05:13.000Z,2018-11-29T20:59:02.000Z,2009-04-27T00:00:00.000Z,Asset Management Project,,01ed0073-e52c-47bd-8bd4-f3aab9b25bba,HARRIETSFIELD COMMUNITY CENTRE PARK,Community,Yes,26697,20788.45313,756.8825275
721,456,Halifax,Yes,14.08,N,,HRM,456,2019-02-08T21:05:13.000Z,2018-11-29T21:00:53.000Z,2009-05-11T00:00:00.000Z,Asset Management Project,,d3ba3206-ce91-497b-8ea5-392041fcc29f,HUBBARDS RECREATION CENTRE PARK,District,Yes,22039,278218.3477,2201.136321
722,5254,Halifax,Yes,0.24,A,,HRM,5154,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2010-09-14T00:00:00.000Z,Plan,Digitize,e9acc77c-c4c7-428f-a347-ec596bb4c8d4,KERRI LEA LANE PARK,Neighbourhood,Yes,167050,4775.078125,276.1610056
723,33,Halifax,Yes,59.67,C,2018-05-08T00:00:00.000Z,HRM,33,2019-02-08T21:05:13.000Z,2018-05-09T14:55:11.000Z,2007-11-06T13:52:43.000Z,Council Action,Interactive,f39a1843-8fd0-4119-8ed1-076ac0e1a180,MAINLAND COMMON,Regional,Yes,15563,1179494.684,7423.29623
724,3068,Halifax,Yes,0.87,C,2018-05-08T00:00:00.000Z,HRM,3068,2019-02-08T21:05:13.000Z,2018-05-09T14:58:05.000Z,2009-05-06T00:00:00.000Z,Asset Management Project,Interactive,2fdae383-0507-4f11-808c-d23fe3140534,TERENCE BAY RIVER PARK,District,Yes,31033,17062.29688,660.0643859
725,644,Halifax,Yes,0.26,C,2018-05-08T00:00:00.000Z,HRM,644,2019-02-08T21:05:13.000Z,2018-05-09T14:55:28.000Z,2009-11-10T00:00:00.000Z,Council Action,Interactive,43b8ae0b-f79c-481b-a713-374a62eed078,PETPESWICK LAKE PARK,Community,Yes,146635,5164.980469,318.9261894
726,1569,Halifax,Yes,5.28,A,,HRM,1569,2019-02-08T21:05:13.000Z,2018-06-05T14:57:28.000Z,2009-11-27T00:00:00.000Z,Asset Management Project,,cd0e4597-759f-40bf-b250-3612e59cdbc6,HALIFAX CENTRAL COMMON,Regional,Yes,124746,103344.5781,1430.451876
727,133,Halifax,Yes,163.8,N,,HRM,133,2019-02-08T21:05:13.000Z,2018-10-19T12:53:43.000Z,2008-11-17T00:00:00.000Z,Asset Management Project,,5f896189-681b-4c2d-a6be-771de72951ca,SHUBIE PARK,Regional,Yes,107758,3246003.059,33230.62968
728,10,Halifax,Yes,1992.6,N,,HRM,10,2019-02-08T21:05:13.000Z,2018-11-05T19:04:06.000Z,1990-04-01T00:00:00.000Z,Asset Management Project,,aec6a092-ea61-491a-9bdf-6ef00d52e13f,WESTERN COMMON,Regional,Yes,163520,38971918.86,135711.1047
729,104,Halifax,Yes,23.72,A,2013-10-31T00:00:00.000Z,HRM,104,2019-02-08T21:05:13.000Z,2018-11-05T19:03:50.000Z,2008-10-14T00:00:00.000Z,Parkland Planners,,454d0186-0128-446b-8978-a940c84de389,COLE HARBOUR COMMON,Regional,Yes,112135,469221.0703,12260.08591
730,5264,Halifax,Yes,1.677,A,2017-12-06T00:00:00.000Z,HRM,5285,2019-02-08T21:05:13.000Z,2018-09-19T13:21:38.000Z,2017-06-13T00:00:00.000Z,Plan,Interactive,91000306-15ee-48d1-9966-9477582fc78b,GASPEREAU RUN PARK,Community,No,168454,33303.78516,813.5014538
731,5039,Halifax,Yes,3.76,N,,Shared,207,2019-02-08T21:05:13.000Z,2018-10-16T18:51:06.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,644860c1-8a47-4eb0-9268-b047d6734504,CALDWELL ROAD ELEMENTARY SCHOOL PARK,Community,Yes,117904,74237.80078,1454.233556
732,3394,Halifax,Yes,1.29,N,,HRM,3394,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,74adb159-d259-447f-96f0-c8b269e2d29d,BEAVER LAKE PARK,Community,No,147469,25497.68359,859.5142268
733,3395,Halifax,Yes,0.96,N,,HRM,3395,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-05-27T00:00:00.000Z,Asset Management Project,,ddab8dd7-71c7-4d93-9141-784eeda7a36f,JADRY COURT PARK,Neighbourhood,Yes,135683,18971.43359,901.8981107
734,3399,Halifax,Yes,0.41,N,,HRM,3399,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-05-27T00:00:00.000Z,Asset Management Project,,d71d3234-70c2-41a0-b683-e9c33deff515,HALFWAY LAKE PARK,Community,No,1435,8125.972656,416.6222597
735,2342,Halifax,Yes,1.82,N,,HRM,2342,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-04-20T00:00:00.000Z,Asset Management Project,,56174b12-096c-403a-a3a6-1df3cdb340d5,CHANI DRIVE PARK,Neighbourhood,No,122933,36088.35156,1096.260713
736,2391,Halifax,Yes,0.53,N,,HRM,2391,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2008-10-17T00:00:00.000Z,Asset Management Project,,ed4be4a8-d794-4e5b-b541-93b7b611befc,PIERRE GINGRAS MEMORIAL PARK,Neighbourhood,Yes,158925,10497.76953,422.9490706
737,3404,Halifax,Yes,1.33,N,,HRM,3404,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-11T00:00:00.000Z,Asset Management Project,,14cefebe-f6ca-484e-ad15-905c1e801658,GLEN ARBOUR WAY PARK,Community,Yes,144356,26387.07813,647.3443493
738,3410,Halifax,Yes,2.08,N,,HRM,3410,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-03-25T00:00:00.000Z,Asset Management Project,,1a6d5bb7-7092-474e-8c5e-dacb57ba05c6,TRANSOM DRIVE PARK,Neighbourhood,Yes,139290,41086.31641,1103.43217
739,429,Halifax,Yes,0.63,N,,HRM,429,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-04-02T00:00:00.000Z,Field Work Operations,,9a1bda39-d843-416a-8e33-c53be0ded214,MEAGHERS GRANT PARK,Community,Yes,91769,12626.62109,626.2092574
740,1636,Halifax,Yes,0.14,C,,HRM,1636,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-01-13T00:00:00.000Z,Field Work Operations,,d6d988c2-74b0-42d7-8af0-5bc1ababb288,HYDROSTONE PARK,Neighbourhood,Yes,147348,2763.683594,299.4370031
741,1662,Halifax,Yes,0.29,N,,HRM,1662,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-03-10T00:00:00.000Z,Field Work Operations,,b55a22a4-eadf-48b7-a594-955e787c9790,COGSWELL PARK,Neighbourhood,Yes,72514,5734.148438,427.7639519
742,1885,Halifax,Yes,0.05,A,,HRM,1885,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-03-05T00:00:00.000Z,Asset Management Project,,48c00d8f-ae0e-4973-8617-f7f91de7f271,DEVONSHIRE/BARRINGTON PARKETTE,Community,Yes,127744,1012.347656,162.636379
743,1407,Halifax,Yes,0.49,N,,HRM,1407,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-04-27T00:00:00.000Z,Asset Management Project,,33548a2a-c7a7-417e-8564-284ae4590298,ROACHES POND PARK,Community,Yes,87845,9652.867188,404.4244381
744,1410,Halifax,Yes,2.75,N,,HRM,1410,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-11-10T00:00:00.000Z,Asset Management Project,,4ae14723-f5a4-4ed0-8f5f-5dd27d014eee,MICHELLE DRIVE PARK,Neighbourhood,No,146639,54440.98438,979.5229736
745,1542,Halifax,Yes,0.22,N,,HRM,1542,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-03-31T00:00:00.000Z,Asset Management Project,,fb462541-da6c-4f7d-b302-21ffcfaae23e,LEO LANIGAN PARK,Neighbourhood,Yes,147399,4247.175781,262.0060068
746,1971,Halifax,Yes,0.7,N,,HRM,1971,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-03-24T00:00:00.000Z,Asset Management Project,,de2f90bd-3690-47bb-9ad5-521cc46d87cf,ROCKINGHAM RIDGE PARK,Neighbourhood,No,147359,13906.48438,586.0727144
747,2038,Halifax,Yes,0.4,N,,HRM,2038,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-06-03T00:00:00.000Z,Asset Management Project,,4f439dad-6baa-432d-8f34-e21993d1b370,PICNIC COVE PARK,Community,Yes,145217,7968.113281,404.6640764
748,2071,Halifax,Yes,0.26,N,,HRM,2071,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-10-19T00:00:00.000Z,Asset Management Project,,6fabaa67-af9b-480d-aa8d-0874254e45b2,TEACHERY PARK,Community,Yes,2723,5152.585938,288.8216251
749,2652,Halifax,Yes,1.52,N,,HRM,2652,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2008-03-20T00:00:00.000Z,Field Work Operations,,3e05adf1-ed1f-45ae-b826-d29ec9d99402,TAYLOR DRIVE PARK,Neighbourhood,Yes,133050,30242.72656,765.2035334
750,3209,Halifax,Yes,0.13,N,,HRM,3209,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,72847bfd-0b2b-4a26-be00-313c397c562d,LOWER PROSPECT ROAD PARK,Neighbourhood,Yes,32523,2511.070313,206.957067
751,2761,Halifax,Yes,0.52,N,,HRM,2761,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-12T00:00:00.000Z,Asset Management Project,,df57cd74-c3c2-4ccb-a9fe-cf9309e55719,SYLVANIA TERRACE PARK,Community,Yes,147446,10202.66406,441.0585478
752,2781,Halifax,Yes,3.58,N,,UN,2781,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-13T00:00:00.000Z,Asset Management Project,,bae92340-f8ce-4f6f-add7-da16b24d33aa,SPRYFIELD LIONS CLUB ARENA,District,Yes,86894,70611.16016,1445.249703
753,2873,Halifax,Yes,0.32,N,,HRM,2873,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-06-29T00:00:00.000Z,Asset Management Project,,37283422-12eb-40fa-b4a0-3a047372f15a,PORTUGUESE COVE PARK,Community,Yes,147408,6337.796875,317.9698181
754,1352,Halifax,Yes,12.28,N,,HRM,1352,2019-02-08T21:05:13.000Z,2018-06-27T11:56:54.000Z,2009-06-02T00:00:00.000Z,Asset Management Project,,a61b1d65-c45c-4ffb-ac0b-e80a703597e9,OLD COACH ROAD TRAIL PARK,Community,Yes,129904,260595.6094,8771.059539
755,942,Halifax,Yes,0.05,N,,HRM,942,2019-02-08T21:05:13.000Z,2018-03-23T18:11:18.000Z,2008-11-13T00:00:00.000Z,Asset Management Project,,a52bb952-ad5c-4eef-8903-e18e2b0d7f29,BRAEMAR DRIVE PARK,District,No,169790,1065.03125,131.1806635
756,5227,Halifax,Yes,0.47,A,2015-07-21T00:00:00.000Z,HRM,5241,2019-02-08T21:05:13.000Z,2018-03-23T18:12:20.000Z,2015-01-05T00:00:00.000Z,Parkland Planners,Interactive,796aecd6-aeb7-4046-bac4-61c7fe990912,ROSLEY ROAD PARK,Neighbourhood,No,169791,9402.046875,918.0759837
757,5216,Halifax,Yes,8.37,N,,Partnership,5215,2019-02-08T21:05:13.000Z,2018-11-29T15:08:06.000Z,2013-09-24T00:00:00.000Z,Municipal Owned Property,Digitize,f5397d6c-613f-470b-a479-c9a9dad78631,CHARLES P. ALLEN HIGH SCHOOL PARK,District,Yes,162617,165883.5547,1694.842271
758,2561,Halifax,Yes,4.01,N,,HRM,2561,2019-02-08T21:05:13.000Z,2018-11-29T15:10:01.000Z,2009-10-29T00:00:00.000Z,Asset Management Project,,4837301a-bc5e-4f89-a609-0cc72a016c74,GORDON R. SNOW COMMUNITY CENTRE PARK,District,Yes,131324,79748.80078,1275.674253
759,5048,Halifax,Yes,14.12,N,,School Board,5006,2019-02-08T21:05:13.000Z,2018-11-29T15:13:47.000Z,2009-04-25T00:00:00.000Z,Municipal Owned Property,Digitize,207cd10a-fc97-45d8-964b-b54a1d9c4ec8,SIR JOHN A. MACDONALD HIGH SCHOOL PARK,District,Yes,134727,279450.4336,2202.674409
760,5079,Halifax,Yes,0.26,N,,HRM,1517,2019-02-08T21:05:13.000Z,2018-11-29T16:02:09.000Z,2009-04-06T00:00:00.000Z,Asset Management Project,,7d8c643a-3e60-45e9-a681-0d4ec4ddbe44,C. A. BECKETT PARK,Neighbourhood,Yes,147406,5184.707031,324.6064176
761,2162,Halifax,Yes,1.1,N,,HRM,2162,2019-02-08T21:05:13.000Z,2018-11-29T15:08:14.000Z,2009-03-18T00:00:00.000Z,Field Work Operations,,bf2297d3-8126-42ec-b43f-04ae7751d124,D. J. BUTLER PARK,Community,Yes,11822,21673.26172,721.6029996
762,5054,Halifax,Yes,2.95,N,,School Board,276,2019-02-08T21:05:13.000Z,2018-11-29T16:10:16.000Z,2008-11-12T00:00:00.000Z,Asset Management Project,,ce2494d9-10cb-451b-b453-9ef6e6a89394,ELLENVALE JUNIOR HIGH/BROOKHOUSE ELEMENTARY PARK,Community,Yes,53152,58369.80078,1182.381876
763,2665,Halifax,Yes,2.83,N,,HRM,2665,2019-02-08T21:05:13.000Z,2018-11-29T16:01:47.000Z,2009-11-09T00:00:00.000Z,Asset Management Project,,c3730858-9e7f-4e5c-b4e5-3fd0e201b248,BROOKHILL DRIVE PARK 2,Community,No,93347,56421.8125,942.2869801
764,5104,Halifax,Yes,5.48,N,,School Board,201,2019-02-08T21:05:13.000Z,2018-11-29T16:44:55.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,f296053a-3cda-481e-9cb6-42b07e03ea5f,ROCKY LAKE JUNIOR HIGH SCHOOL PARK,District,Yes,45594,108595.3281,1424.316692
765,5109,Halifax,Yes,2.12,N,,School Board,277,2019-02-08T21:05:13.000Z,2018-11-29T16:10:31.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,5a4898da-3663-414b-84e4-700e47bfddfe,ERIC GRAVES MEMORIAL JUNIOR HIGH SCHOOL PARK,Community,Yes,114383,41911.67578,1097.756723
766,5046,Halifax,Yes,2.33,N,,Shared,284,2019-02-08T21:05:13.000Z,2019-02-27T18:05:47.000Z,2008-11-03T00:00:00.000Z,Asset Management Project,,2e682071-48b0-4f9f-964e-d2daab301e61,ECOLE DU GRAND-PORTAGE PARK,Community,Yes,39160,46273.14063,994.2758735
767,5041,Halifax,Yes,3.55,N,,School Board,2300,2019-02-08T21:05:13.000Z,2018-11-29T15:06:14.000Z,2008-11-03T00:00:00.000Z,Asset Management Project,,a5b4b220-91ab-4ee7-a9eb-a4e9a609efcf,A. J. SMELTZER JUNIOR HIGH SCHOOL PARK,Community,Yes,44096,70505.14453,1244.491313
768,15,Halifax,Yes,0.79,N,,HRM,15,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2008-03-21T00:00:00.000Z,Municipal Owned Property,Digitize,2ec9ab7a-626c-4ca2-8ae7-b0ad09e4fcbc,EARLS ROAD PARK,Neighbourhood,Yes,146548,15815.24219,500.1998409
769,409,Halifax,Yes,0.12,N,,HRM,409,2019-02-08T21:05:13.000Z,2018-08-27T15:46:54.000Z,2008-04-29T00:00:00.000Z,Municipal Owned Property,Digitize,481c77b7-e6d1-48a2-a76c-f6a31663ccf4,GREEN ACRES PARK,Neighbourhood,Yes,25346,2303.269531,359.820486
770,5073,Halifax,Yes,0.02,A,,UN,5024,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2009-03-03T00:00:00.000Z,Municipal Owned Property,Digitize,4eb8c4f4-04d5-4741-8570-08d994847317,GREEN STREET PARKETTE,Neighbourhood,Yes,147476,363.2539063,75.98392143
771,5170,Halifax,Yes,0.05,N,,HRM,5124,2019-02-08T21:05:13.000Z,2019-09-19T17:31:49.000Z,2010-03-04T00:00:00.000Z,Municipal Owned Property,Digitize,d015cf43-ece5-49c5-a475-2cbff4e5a89b,DEVILS ISLAND VIEW PARK,,Yes,87782,946.3125,166.4940819
772,5171,Halifax,Yes,3.77,N,,HRM,5127,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2010-03-22T00:00:00.000Z,Municipal Owned Property,Digitize,a519a4e0-7824-4262-8d62-4eb809289e1a,BIRCH HILL LAKE PARK,Community,No,135664,74663.54688,1779.843206
773,5202,Halifax,Yes,0.13,A,2013-07-23T00:00:00.000Z,HRM,3604,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2008-04-30T00:00:00.000Z,Municipal Owned Property,Digitize,50fbee95-27b2-4417-811c-6a5f72fe3ccd,KEYPORT AVENUE PARK,Neighbourhood,Yes,141764,2565.082031,217.3248589
774,5059,Halifax,Yes,32.09,N,,Shared,3659,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2008-09-21T00:00:00.000Z,Municipal Owned Property,Digitize,3e90d3d9-c23b-4860-941f-2381e765d105,ATLANTIC VIEW REGIONAL TRAIL PARK,Regional,Yes,129668,634044.0469,30416.30419
775,5183,Halifax,Yes,3.12,A,2011-06-21T00:00:00.000Z,HRM,5168,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2010-11-02T00:00:00.000Z,Municipal Owned Property,Digitize,9e8eb89d-cefd-4641-8a59-ddcb0b828393,CLAM HARBOUR ROAD PARK,Community,No,146651,61920.50781,1274.827648
776,5186,Halifax,Yes,0.13,A,2012-08-14T00:00:00.000Z,HRM,5043,2019-02-08T21:05:13.000Z,2019-09-19T17:31:48.000Z,2009-03-17T00:00:00.000Z,Municipal Owned Property,Digitize,b6d0dd4e-d137-4fad-a10f-c07c5ab41dd5,RIVERWOOD DRIVE PARK,Neighbourhood,Yes,144719,2632.347656,257.5728509
777,5187,Halifax,Yes,1.61,A,2012-08-14T00:00:00.000Z,Shared,5176,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2011-06-07T00:00:00.000Z,Municipal Owned Property,Digitize,6b651805-e34f-4545-8eab-e8283ccbb852,LAKE CHARLOTTE BOAT LAUNCH,,No,148360,31879.17578,1209.391774
778,5176,Halifax,Yes,0.16,N,,HRM,5144,2019-02-08T21:05:13.000Z,2019-05-31T16:55:45.000Z,2010-08-03T00:00:00.000Z,Municipal Owned Property,Digitize,03764155-01b7-48d8-bb39-081234438cac,GLADSTONE RIDGE PARK,Neighbourhood,Yes,144688,3124.179688,373.1977547
779,5178,Halifax,Yes,6.81,N,,Shared,5157,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2010-09-27T00:00:00.000Z,Municipal Owned Property,Digitize,d31dfae4-dbcc-4aea-9281-c8ffaad5d258,ECOLE SECONDAIRE DU SOMMET PARK,District,Yes,144180,134785.5352,1651.286441
780,5181,Halifax,Yes,0.12,A,2011-06-21T00:00:00.000Z,HRM,5158,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2010-10-22T00:00:00.000Z,Municipal Owned Property,Digitize,0a5b0812-8388-49f5-a954-01499e257984,SOUTHGATE DRIVE PARK,Neighbourhood,Yes,137951,2407.621094,193.5481061
781,5182,Halifax,Yes,0.09,A,,HRM,5164,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2009-01-28T00:00:00.000Z,Municipal Owned Property,Digitize,a22e8bd4-3c63-4057-a289-f3cdb45d2ccc,LETHBRIDGE AVENUE PARK,Neighbourhood,Yes,133598,1792.050781,183.6624404
782,5131,Halifax,Yes,0.25,N,,HRM,5085,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2009-09-29T00:00:00.000Z,Municipal Owned Property,Digitize,7aaf41c4-bcef-4d0b-b071-413db2105129,LUCY COURT PARK,Neighbourhood,Yes,145589,4985.886719,327.072686
783,5207,Halifax,Yes,13.86484924,A,2013-07-23T00:00:00.000Z,HRM,4048,2019-02-08T21:05:13.000Z,2019-10-09T13:44:15.000Z,2012-11-19T00:00:00.000Z,Municipal Owned Property,Digitize,cf6d05a3-de02-4368-a836-1c583bbe5f21,GOVERNORS BROOK DISTRICT PARK,District,Yes,144420,273667.1563,4803.531303
784,5172,Halifax,Yes,0.971,N,,HRM,5128,2019-02-08T21:05:13.000Z,2019-02-21T19:57:04.000Z,2010-03-25T00:00:00.000Z,Municipal Owned Property,Digitize,40c53c54-716a-4131-a520-4688d4622138,HEDDAS WAY PARK,Neighbourhood,No,145202,33172.65234,893.5157271
785,304,Halifax,Yes,1.92,N,,UN,304,2019-02-08T21:05:13.000Z,2019-12-04T12:42:56.000Z,2008-04-23T00:00:00.000Z,Municipal Owned Property,Digitize,24b78df1-2b8b-4515-bb89-b87a137e3e91,JOHN MACNEIL ELEMENTARY SCHOOL PARK,District,Yes,48765,67206.35938,1324.92685
786,5141,Halifax,Yes,2.49,A,,HRM,5097,2019-02-08T21:05:13.000Z,2019-05-31T16:55:44.000Z,2010-06-17T00:00:00.000Z,Municipal Owned Property,Digitize,b2825b91-d378-431b-9ab4-c1484ad2d980,BASSWOOD RUN PARK,Community,Yes,158639,49292.33984,1513.216256
787,3601,Halifax,Yes,0.07,N,,HRM,3605,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2008-04-11T00:00:00.000Z,Municipal Owned Property,Digitize,e0bd8e41-440b-4d05-b5d7-bd31abf2fa24,SHREWSBURY ROAD PARK,Neighbourhood,Yes,119301,1432.226563,151.3758719
788,3602,Halifax,Yes,0.16,N,,HRM,3606,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2008-04-11T00:00:00.000Z,Municipal Owned Property,Digitize,46c2360e-bf3e-4953-9e40-db86783807b0,SHERWOOD STREET PARK,Neighbourhood,Yes,119733,3149.761719,225.8865566
789,4002,Halifax,Yes,0.39,N,,HRM,4002,2019-02-08T21:05:13.000Z,2018-08-27T15:46:55.000Z,2008-04-30T00:00:00.000Z,Municipal Owned Property,Digitize,616c4d9b-c34e-46f9-b4b1-00f6ca669662,GAMMON LAKE COMMUNITY PARK,Community,Yes,161379,7755.933594,377.0933979
