OBJECTID,PARK_ID,OWNER,HRMINTRST,HECTARES,NAMESTATUS,NAMEAPRDTE,PARK_MAINT,GROUP_ID,ADDDATE,MODDATE,SDATE,SOURCE,SACC,GLOBALID,PARK_NAME,PARK_TYPE,DEVELOPED,CIVIC_ID,Shape__Area,Shape__Length
241,495,Halifax,Yes,0.1,N,,HRM,495,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-06-22T00:00:00.000Z,Asset Management Project,,1aa7ef00-5ca3-4e9a-af70-3fa0a432b5ea,BRUCE DRIVE PARK,Neighbourhood,Yes,43067,2032.847656,294.4059528
242,1454,Halifax,Yes,0.67,N,,HRM,1454,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-06-22T00:00:00.000Z,Asset Management Project,,030a119d-40f9-45cc-b310-3906a399fa31,NORDIC CRESCENT PARK,Neighbourhood,Yes,146775,13255.25391,1697.577396
243,107,Halifax,Yes,1.39,N,,HRM,107,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-12-15T00:00:00.000Z,Asset Management Project,,cb0cce89-2994-49e3-81cb-6226a6de6c48,ROBERT DRIVE PARK,Community,Yes,126775,27561.89453,821.3859441
244,29,Halifax,Yes,0.4,N,,,29,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,,,2ac6dd13-9e9d-4112-b251-b1dd8298dc87,BEAUFORT DRIVE PARK,Neighbourhood,Yes,146643,7901.058594,438.2800531
245,178,Halifax,Yes,1.47,N,,HRM,178,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:45.000Z,Municipal Owned Property,,ac2b04c8-adc8-48e9-88dd-b3362223e86f,BUCKINGHAM COMMON PARK,Community,Yes,7630,29057.27734,706.8297493
246,2978,Halifax,Yes,1.14,N,,,2978,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,,,8e9e8e7f-d174-4e21-ba71-530c0f3b22ca,BINGHAM DRIVE PARK,Neighbourhood,Yes,7998,22626.54688,683.2688432
247,2980,Halifax,Yes,0.4,N,,HRM,2980,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-04T00:00:00.000Z,Field Work Operations,,2555e84f-9ee5-4579-9c73-a0ce60f3f3ab,ELBOW LAKE PARK,Neighbourhood,Yes,146557,7946.152344,419.8132966
248,3000,Halifax,Yes,1.03,N,,HRM,3000,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-04T00:00:00.000Z,Asset Management Project,,9674d66e-6d10-4b91-b233-8df15176eb35,JABARU LANE PARK,Neighbourhood,Yes,10764,20357.85547,576.5503347
249,3001,Halifax,Yes,0.55,N,,HRM,3001,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2011-12-05T00:00:00.000Z,Asset Management Project,Interactive,ef8c6933-2497-495a-ad18-5bc8ee9ac214,BLUFF TRAIL PARK,District,Yes,145976,10963.35156,548.8269504
250,3048,Halifax,Yes,2.25,N,,UN,3047,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-06T00:00:00.000Z,Asset Management Project,,a396c119-65fa-4b90-a240-12733a271f01,HALIFAX CHRISTIAN ACADEMY,Community,Yes,162278,44506.33984,882.1007006
251,3348,Halifax,Yes,11.86,N,,HRM,3348,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2009-05-26T00:00:00.000Z,Asset Management Project,,da9c4432-c7b6-45e4-a30a-c15a3720b685,WHITE HILLS PARK,Community,Yes,97,235431.4688,2797.612662
252,3349,Halifax,Yes,0.61,N,,HRM,3349,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-04-20T00:00:00.000Z,Asset Management Project,,6f177a30-5344-4eee-9999-099bc46227de,WESTPOINT DRIVE PARK,Community,Yes,156,12009.87109,617.9733338
253,3350,Halifax,Yes,0.5,N,,HRM,3350,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2009-04-20T00:00:00.000Z,Asset Management Project,,d78751bc-1ded-420c-9e0e-de86c3d4c709,MILLSTONE COURT PARK,Neighbourhood,No,163,10005.25781,445.9864913
254,2294,Halifax,Yes,1,N,,HRM,2294,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-06-19T00:00:00.000Z,Asset Management Project,,99dfda36-8944-4bf2-8e50-b90bc953d099,FUN PARK,Neighbourhood,Yes,146092,19909.54688,1410.400204
255,2303,Halifax,Yes,0.2,N,,HRM,2303,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-06-08T00:00:00.000Z,Asset Management Project,,1f155358-f0d7-4908-9da5-5b20ec346b55,CHAPAIS DRIVE PARK,Neighbourhood,Yes,44196,4027.117188,265.16933
256,2317,Halifax,Yes,0.19,A,,HRM,2317,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-04-21T00:00:00.000Z,Field Work Operations,,fb56a935-a734-4c88-add5-c2c75884c4c8,WINDWOOD DRIVE PARK,Neighbourhood,Yes,147397,3768.808594,258.4527279
257,2323,Halifax,Yes,0.17,N,,HRM,2323,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-04-21T00:00:00.000Z,Field Work Operations,,4cab88ba-37c9-4168-b0bb-9b030ae9592c,WYNN CASTLE DRIVE PARK,Neighbourhood,Yes,146090,3381.148438,247.2742867
258,5021,Halifax,Yes,3.93,N,,School Board,146,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,fbcc4a32-505e-4586-a4c1-1a3f5c2f31e7,COLE HARBOUR DISTRICT HIGH SCHOOL PARK,District,Yes,112953,77719.83203,1448.160643
259,1988,Halifax,Yes,0.36,N,,HRM,1988,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-02-09T00:00:00.000Z,Parkland Planners,,3bef4a68-d5fa-4f2e-99b2-f2ae2ac190d6,CHELTON WOODS PARK,Neighbourhood,No,147288,7212.75,568.0046538
260,2050,Halifax,Yes,0.09,C,2019-07-16T00:00:00.000Z,HRM,2050,2019-02-08T21:05:13.000Z,2019-07-19T15:26:26.000Z,2009-06-03T00:00:00.000Z,Asset Management Project,,30bdf1f6-26c1-4bd8-b18c-700d3b01dd19,BILL DOMPIERRE MEMORIAL PARK,Neighbourhood,Yes,1763,1864.445313,176.9707831
261,2108,Halifax,Yes,1.04,N,,HRM,2108,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-02-09T00:00:00.000Z,Asset Management Project,,9b9cbe8f-34b6-410b-9950-3d5e8752ff23,SOLUTIONS DRIVE PARK,Neighbourhood,Yes,123593,20490.35156,1164.174559
262,2133,Halifax,Yes,0.22,N,,HRM,2133,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-03-24T00:00:00.000Z,Field Work Operations,,45a3e38a-6b60-459b-b10e-5a0abfdff7dd,ARMSTRONG COURT PARK,Neighbourhood,Yes,147364,4388.171875,260.2694318
263,2281,Halifax,Yes,0.73,N,,HRM,2281,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-06-22T00:00:00.000Z,Asset Management Project,,04d80e46-495f-4e1f-b854-eee19a12cbcb,SLEEPY PARK,Neighbourhood,Yes,146094,14422.00781,893.1799221
264,2313,Halifax,Yes,0.11,N,,HRM,2313,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-06-22T00:00:00.000Z,Asset Management Project,,363d1e22-e0e8-446d-a489-7d02bd3677eb,LEGACY COURT PARK,Neighbourhood,Yes,128069,2113.742188,222.664188
265,158,Halifax,Yes,1.33,N,,HRM,158,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,13a8f774-340a-4148-a57c-53ce79c9765f,LANDRACE CRESCENT PARK,Community,Yes,126900,26379.35156,1565.997729
266,150,Halifax,Yes,3.77,N,,HRM,150,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,55ea42f5-01f3-41d5-83a1-58a2852a7973,PENHORN LAKE PARK,Community,Yes,139469,74622.32422,3317.129139
267,5008,Halifax,Yes,5.2,N,,School Board,550,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,121c96a1-ccd2-48c5-afa0-a6cc12c23c85,SACKVILLE HEIGHTS ELEMENTARY SCHOOL PARK,Community,Yes,39402,103320.5078,1904.029353
268,5184,Halifax,Yes,0.1,A,,HRM,5170,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2008-11-24T00:00:00.000Z,Parkland Planners,Digitize,5bb68bfd-48fb-4f37-abb3-6ebaf01af3ee,RIDDING ROAD PARK,Neighbourhood,Yes,143770,1900.46875,174.9177704
269,5145,Halifax,Yes,0.93,N,,HRM,2968,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:45.000Z,Asset Management Project,,9e2e6698-cd5b-4b00-b0eb-51f21cb50e1c,PIGGOTT AVENUE PARK,Neighbourhood,No,132546,18544.71875,865.1668839
270,5146,Halifax,Yes,0.59,N,,Shared,303,2019-02-08T21:05:13.000Z,2019-09-13T12:50:06.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,272d24cf-d108-441c-b49b-74bdc04e519b,JOSEPH HOWE ELEMENTARY SCHOOL PARK,Community,Yes,66948,11674.94922,442.5148382
271,5147,Halifax,Yes,1.85,N,,HRM,309,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,36428370-f7b8-4833-bb25-b97272693fd6,WAVERLEY MEMORIAL ELEMENTARY SCHOOL PARK,Community,Yes,98957,36633.86719,1002.297605
272,5148,Halifax,Yes,2.44,N,,Shared,316,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,b58c2dc1-a85b-4fff-aecb-caa2a528e52a,MICHAEL WALLACE ELEMENTARY SCHOOL PARK,Community,Yes,107660,48256.75,879.0261774
273,5149,Halifax,Yes,0.69,N,,Shared,318,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:45.000Z,Asset Management Project,,198502e3-0bba-4185-9172-d33457dd7fdb,NELSON WHYNDER ELEMENTARY SCHOOL PARK,Community,Yes,101974,13589.24219,509.3824424
274,5151,Halifax,Yes,1.4,N,,Shared,333,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:45.000Z,Asset Management Project,,74bd3f09-37cd-4a59-9963-b961ca82cbe9,SHATFORD MEMORIAL ELEMENTARY SCHOOL PARK,Community,Yes,21230,27566.39063,735.7808048
275,5153,Halifax,Yes,0.12,N,,HRM,1071,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,a2d048ad-6ba3-4749-a297-f6fc991e5fb0,SUN KEY DRIVE PARK,Neighbourhood,Yes,121355,2454.367188,202.7603696
276,5154,Halifax,Yes,5.23,N,,Shared,281,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,98606baf-93f7-4cfd-a95d-eee630185ccc,GAETZ BROOK JUNIOR HIGH SCHOOL PARK,Community,Yes,98999,103883.7656,1697.448321
277,5157,Halifax,Yes,10.8,N,,Shared,601,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2010-02-15T00:00:00.000Z,Asset Management Project,,373f7583-aa7f-4a1e-b573-418ae8e63ccd,MUSQUODOBOIT RURAL HIGH SCHOOL PARK,Community,Yes,142723,216299.4219,2345.248277
278,5106,Halifax,Yes,0.43,N,,HRM,2605,2019-02-08T21:05:13.000Z,2019-09-19T17:31:48.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,52da8d08-4252-4488-8093-e38afd274419,DANNY DRIVE PARK,Community,Yes,33414,8581.039063,367.1029622
279,5105,Halifax,Yes,6.58,A,2011-06-21T00:00:00.000Z,HRM,5066,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-07-27T00:00:00.000Z,Asset Management Project,Digitize,24a1f359-bcb8-4cf6-bdb7-49cedd26672d,GARY MARTIN DRIVE PARK,Regional,Yes,145176,130327,1445.758635
280,3484,Halifax,Yes,1.4,N,,HRM,3484,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,,Asset Management Project,,334096ab-382c-472f-97db-873d233e1ea1,FOREST HILLS GREENWAY PARK,Community,Yes,147010,27684.04688,1633.651888
281,5185,Halifax,Yes,3,A,2011-06-21T00:00:00.000Z,HRM,5156,2019-02-08T21:05:13.000Z,2019-09-19T17:31:48.000Z,2010-12-21T00:00:00.000Z,Parkland Planners,Digitize,1474ea2f-c1ff-4bfd-b909-d65581e0e05a,MOUNT ROYALE PARK,Community,Yes,147752,59252.17188,1507.245521
282,5188,Halifax,Yes,0.49,A,2012-08-14T00:00:00.000Z,HRM,5178,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-04-24T00:00:00.000Z,Parkland Planners,Digitize,e61f1127-7464-4746-9797-3fd4c897554c,NADIA DRIVE PARK,Neighbourhood,Yes,142639,9679.316406,519.352108
283,2545,Halifax,Yes,3.15,N,,HRM,2545,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-06-19T00:00:00.000Z,Asset Management Project,,a4f8dc3b-19be-44f0-b620-6ea1da9e0566,METROPOLITAN AVENUE PARK,District,Yes,40378,62603.91797,1139.914064
284,62,Halifax,Yes,0.19,N,,HRM,62,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2009-03-31T00:00:00.000Z,Field Work Operations,,71d588bd-29b6-42e7-b55d-9675372179be,ACORN ROAD PARK,Neighbourhood,Yes,144336,3710.890625,303.6826481
285,3074,Halifax,Yes,0.14,N,,HRM,3074,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,033f91c1-c8b1-4c55-90d5-5035abf6256d,PROSPECT BAY ROAD PARK,District,Yes,147430,2799.257813,212.6311747
286,3076,Halifax,Yes,0.56,N,,HRM,3076,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,e8dbdca2-32ac-46e2-ad4a-18023fb594c7,DEMERS ROAD PARK,Community,Yes,147027,10987.71875,416.8343122
287,3086,Halifax,Yes,2.25,N,,HRM,3086,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-04T00:00:00.000Z,Asset Management Project,,3b6fc894-ec93-419f-bc67-528b1950eb14,WESTRIDGE ROAD PARK,Community,No,136291,44311.91797,1248.124332
288,3087,Halifax,Yes,2.47,N,,HRM,3087,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,07a1fa05-dd7a-48e7-9464-4bfe8af138e2,CAMPBELL POINT PARK,District,Yes,130305,48633.14063,850.5925487
289,2039,Halifax,Yes,0.19,N,,HRM,2039,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2009-06-03T00:00:00.000Z,Asset Management Project,,475e57ab-3c75-47c5-ac2b-16324d589989,LONG COVE PARK,Neighbourhood,Yes,47233,3781.804688,306.5186836
290,3091,Halifax,Yes,5.58,A,2012-08-14T00:00:00.000Z,HRM,3091,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-05-04T00:00:00.000Z,Asset Management Project,,5dd5fd4d-d658-48d9-8f34-278e4a5d9abc,GLENGARRY ESTATES PARK,Community,Yes,145987,110277.1797,2417.787886
291,3094,Halifax,Yes,0.04,N,,HRM,3094,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-05-05T00:00:00.000Z,Asset Management Project,,aaf15cf1-43c7-44d9-9693-3254e320c9a4,SILVER MAPLE DRIVE PARK,Community,Yes,18285,819.0664063,187.8209679
292,3098,Halifax,Yes,1.36,N,,HRM,3098,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-05-04T00:00:00.000Z,Asset Management Project,,a4b8c632-1314-4675-a56b-eb616172abdf,GREENWOOD HEIGHTS PARK,Community,Yes,147432,26894.00391,834.0790725
293,5190,Halifax,Yes,2.26,C,2012-08-14T00:00:00.000Z,HRM,5153,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2011-11-02T00:00:00.000Z,Parkland Planners,Digitize,a979c766-74e0-4455-97c0-3e421817fbc7,TYLER SAMPSON PARK,Community,Yes,148660,44807.30859,1245.779724
294,5191,Halifax,Yes,0.47,A,,HRM,1845,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,2970e87e-c0f9-4f06-8efc-bbd67519ce07,GRAFTON STREET PARK,Community,Yes,74973,9217.761719,384.089419
295,5193,Halifax,Yes,12.59,N,,Shared,5193,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2011-11-30T00:00:00.000Z,Asset Management Project,Digitize,d12ca4c5-ba9b-4b95-a3ea-11154f952cbb,COLE HARBOUR SALT MARSH TRAIL,Regional,Yes,129659,248884.3281,15596.74763
296,2152,Halifax,Yes,9.21,N,,HRM,2152,2019-02-08T21:05:13.000Z,2019-07-23T16:52:32.000Z,2009-03-24T00:00:00.000Z,Asset Management Project,,86d9bbaf-5ebb-4a15-8e38-0b2756d85891,TREMONT PLATEAU PARK,District,Yes,166351,182191.1094,2098.642913
297,166,Halifax,Yes,93.8,N,,HRM,166,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-03-20T00:00:00.000Z,Asset Management Project,,ce57e32f-3e5d-48c1-9abe-eb97dce06498,HEMLOCK RAVINE PARK,Regional,Yes,129521,1856342.781,12036.80717
298,1144,Halifax,Yes,3.41,N,,HRM,1144,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2009-01-08T00:00:00.000Z,Asset Management Project,Interactive,d506cc7d-80d0-48b1-8eb3-1daf7109b16a,FRENCHMAN LAKE PARK,District,Yes,147279,67447.55469,2086.410188
299,5005,Halifax,Yes,7.64,N,,Shared,547,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:45.000Z,Asset Management Project,,fee22209-fbaf-4ca8-91c3-13f88031cf48,PARK WEST SCHOOL PARK,Community,Yes,12490,151124.2422,2175.137005
300,5235,Halifax,Yes,2.13,N,,HRM,5256,2019-02-08T21:05:13.000Z,2019-04-04T13:30:34.000Z,2015-11-23T00:00:00.000Z,Plan,Digitize,c1d2948d-f30e-4d44-bf57-ce79d2a0ce92,UNNAMED PARK AMESBURY GATE 1,Community,Yes,165498,42107.33594,1109.370356
301,5236,Halifax,Yes,0.07,N,,HRM,5257,2019-02-08T21:05:13.000Z,2019-09-19T17:31:48.000Z,2015-11-23T00:00:00.000Z,Plan,Digitize,21424ea4-70b3-41bc-951d-5918d49cf6b3,UNNAMED PARK AMESBURY GATE 2,Community,Yes,165486,1287.402344,187.7753119
302,5237,Halifax,Yes,0.69,,,HRM,136,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2015-12-02T00:00:00.000Z,Asset Management Project,,05c632dd-0b13-467a-b686-32166b43792c,SUMMER FIELD WAY PARK,,Yes,126691,13732.44141,702.7750631
303,5238,Halifax,Yes,0.09,A,2017-07-18T00:00:00.000Z,HRM,5235,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2015-12-17T00:00:00.000Z,Parkland Planners,Digitize,286af8a1-6f59-4d21-9b1a-ab60ad61e33e,MANSION AVENUE NEIGHBOURHOOD PARK,Neighbourhood,Yes,164155,1692.566406,177.7228013
304,5239,Halifax,Yes,0.1,A,2017-07-18T00:00:00.000Z,HRM,5261,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2015-12-17T00:00:00.000Z,Parkland Planners,Digitize,4c00ca1a-2a9f-479b-a64a-68464bc5afaf,MELHAM DRIVE COMMUNITY PARK,Community,Yes,165766,2041.257813,187.1924845
305,5240,Halifax,Yes,0.57,A,2017-07-18T00:00:00.000Z,HRM,5183,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2015-12-18T00:00:00.000Z,Record Drawing,Digitize,75c4c108-0df9-4067-9c25-db3ec110e788,SAVOY AVENUE COMMUNITY PARK,Community,No,165960,11312.30078,443.2991369
306,5243,Halifax,Yes,2.11,A,,HRM,5239,2019-02-08T21:05:13.000Z,2019-05-31T16:55:45.000Z,2014-10-27T00:00:00.000Z,Plan,Digitize,887d0cf4-5969-484b-8280-fe5c4bd73738,AMESBURY GATE COMMUNITY PARK,Community,Yes,164416,41679.43359,1988.94503
307,2939,Halifax,Yes,2.37,N,,School Board,372,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2007-11-06T13:52:45.000Z,Asset Management Project,,235d3ac7-0241-46c8-9ee2-175ec9ff8e82,PROSPECT ROAD ELEMENTARY SCHOOL PARK,Community,Yes,27250,46685.35938,1009.758214
308,5035,Halifax,Yes,2.66,N,,School Board,282,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,d2b251c5-6e21-442e-962e-e2a323772529,GEORGE BISSETT ELEMENTARY SCHOOL PARK,Community,Yes,114078,52702.57422,1163.228341
309,5036,Halifax,Yes,1.38,N,,School Board,732,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,402c1d03-15ca-4c92-92de-033a74ea41c6,ALDERNEY ELEMENTARY SCHOOL PARK,Community,Yes,53120,27375.6875,682.1470645
310,88,Halifax,Yes,27.6,N,,HRM,88,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-10-30T00:00:00.000Z,Asset Management Project,,fd4fe519-0b7a-4ab5-84b5-15e714f79849,BISSETT LAKE PARK,District,Yes,126721,545573.9883,14576.60715
311,5038,Halifax,Yes,4.29,N,,School Board,147,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2007-11-06T13:52:41.000Z,Asset Management Project,,3036b4c0-8afd-44fd-beba-58fe05843f12,COLBY VILLAGE ELEMENTARY SCHOOL PARK,Community,Yes,117020,84858.375,1949.755837
312,5040,Halifax,Yes,1.47,N,,School Board,296,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2008-11-03T00:00:00.000Z,Asset Management Project,,c73cb638-79e6-45c4-ac44-8adf849d2517,HILLSIDE ELEMENTARY PARK SCHOOL PARK,Community,Yes,45447,29238.57813,1002.305831
313,3486,Halifax,Yes,0.37,N,,HRM,3486,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-04-28T00:00:00.000Z,Field Work Operations,,c6828aa3-4542-414c-a03c-80158eecde8d,ORKNEY DRIVE PARK,Neighbourhood,No,127105,7238.761719,510.0176224
314,3488,Halifax,Yes,0.8,A,,HRM,3488,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2009-11-27T00:00:00.000Z,Asset Management Project,,2b2dfbab-bfa8-4d54-be11-3947198b7ea2,CORNWALLIS PARK,Community,Yes,147030,15714.48047,487.8055374
315,3489,Halifax,Yes,0.51,N,,,3489,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,,,,d40c9c08-1514-46dd-a27f-4ead52ced0e4,HOWE STREET PARK,Community,Yes,127068,10073.19531,423.1323004
316,3490,Halifax,Yes,0.12,A,,HRM,3490,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-02-24T00:00:00.000Z,Field Work Operations,,6f697844-ec6e-4536-b535-ce3c9f823260,HEBB PARK,Community,Yes,147291,2313.972656,221.5013465
317,4036,Halifax,Yes,5.04,N,,School Board,5045,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,6de2c43c-5c1e-4ca1-88bd-53dd089f1446,MILLWOOD HIGH SCHOOL PARK,Community,Yes,36722,100114.2031,1331.969429
318,4037,Halifax,Yes,2.68,N,,School Board,5046,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,a1863b20-aa2d-4ebc-88af-45236bdbc738,MILLWOOD ELEMENTARY SCHOOL PARK,Community,Yes,37448,53217.78906,955.454384
319,4038,Halifax,Yes,4.45,N,,School Board,275,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,5566af8b-47c7-4964-8518-e0ba38170905,ELIZABETH SUTHERLAND SCHOOL PARK,Community,Yes,24375,87804.89844,1503.257266
320,4039,Halifax,Yes,0.57,N,,School Board,380,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,f6a68da7-b1be-4c3d-871a-86ab8acc68d0,FORT SACKVILLE SCHOOL PARK,Community,Yes,46626,11370.48047,520.0414783
321,4040,Halifax,Yes,2.29,N,,School Board,2464,2019-02-08T21:05:13.000Z,2018-01-22T19:23:03.000Z,2007-11-06T13:52:44.000Z,Asset Management Project,,82318b79-ca14-4314-b6a8-34ee1601cb2c,BASINVIEW DRIVE COMMUNITY SCHOOL PARK,Community,Yes,3461,45272.9375,1171.709433
322,4041,Halifax,Yes,0.26,N,,HRM,4009,2019-02-08T21:05:13.000Z,2018-01-22T19:23:02.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,9bc8b276-51cb-47c3-b393-f48136b3a437,RIDGEVALE DRIVE PARK 2,Community,Yes,46242,5206.867188,294.6335372
323,4042,Halifax,Yes,0.07,N,,HRM,2100,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2007-11-06T13:52:43.000Z,Asset Management Project,,f1309549-733b-420d-aa22-6b7a805df2c9,BASINVIEW DRIVE PARK,Community,Yes,3416,1313.28125,147.0525549
324,2112,Halifax,Yes,0.09,N,,HRM,2112,2019-02-08T21:05:13.000Z,2018-01-22T19:23:06.000Z,2009-01-12T00:00:00.000Z,Asset Management Project,,56e263ab-7e72-4c83-ab45-533db64c5c6b,MANDAVILLE COURT PARK,Neighbourhood,Yes,147287,1775.84375,209.3438116
325,2135,Halifax,Yes,0.65,N,,HRM,2135,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2009-03-24T00:00:00.000Z,Asset Management Project,,1e223d0c-ffe7-46f5-920c-2056259c48d6,CASTLE HILL PARK,Neighbourhood,Yes,142775,12903.07813,623.8779833
326,5167,Halifax,Yes,3.92,N,,HRM,5117,2019-02-08T21:05:13.000Z,2019-06-07T17:55:53.000Z,2009-12-15T00:00:00.000Z,Asset Management Project,Digitize,eac30bed-4a31-408a-85e0-4ec14cae5d04,UNNAMED PARK 12,,Yes,146776,77392.54688,1934.989431
327,5169,Halifax,Yes,0.08,A,,HRM,5109,2019-02-08T21:05:13.000Z,2018-01-22T19:23:05.000Z,2010-02-26T00:00:00.000Z,Plan,Digitize,dd2ebb56-9fe9-459a-9efd-4cb5b0332d50,CLEVELAND BREWER PARK,Neighbourhood,Yes,146431,1648.800781,159.9447596
328,5199,Halifax,Yes,1.6,A,2013-07-23T00:00:00.000Z,HRM,5197,2019-02-08T21:05:13.000Z,2018-01-22T19:23:04.000Z,2012-05-02T00:00:00.000Z,Plan,Digitize,7bc7dae0-b28f-4a26-ba68-e1f34c7a2721,GOLDENEYE DRIVE PARK,Community,Yes,158831,31707.84375,790.7893827
