FULL_NAME,STR_TYPE,STR_CODE_L,Shape__Length
GENEVA CRT,CRT,8142,352.8099377
BAVARIA DR,DR,10108,245.2622585
LANGDON DR,DR,6381,610.574714
GREENDALE CRT,CRT,7658,702.7146535
GREENDALE DR,DR,7659,223.7267886
LAKE LOON CRES,CRES,7961,193.996499
MOSER RIVER NORTH RD,RD,8251,8831.360442
P THOMAS DR,DR,6507,853.5816368
ALPINE DR,DR,6014,423.0840418
DIANA DR,DR,7414,1474.957724
DILLMAN RD,RD,7416,1544.207794
ACORN DR,DR,6913,1484.540488
ACRES RD,RD,6914,1119.820325
AINSLEY CRT,CRT,6921,219.5464958
RACCOON LANE,LANE,16613,64.43912114
TRENTONIAN LANE,LANE,16614,169.7533269
SEAHAWK CL,CL,16627,473.4959466
AUTUMN DR,DR,7004,801.0381544
FORT YORK PSSG,PSSG,7568,367.3471308
MORGAN DR,DR,16245,839.2929137
LITTLE POND LANE,LANE,16464,552.6543155
MYRTLE LANE,LANE,16465,139.0663405
TEAKWOOD DR,DR,16521,470.9622718
ST ANDREWS DR,DR,15674,1289.587566
SUNSET LANE,LANE,8824,248.1863739
SUNSET LANE,LANE,8825,350.4972625
NORTH POINT LANE,LANE,8826,333.4201231
SURF DR,DR,8827,409.9113698
SUTHERLAND DR,DR,8830,1051.598978
WATERVIEW DR,DR,7986,278.1866471
LAKEWOOD DR,DR,7988,309.9144082
LANGILLES LANE,LANE,7994,215.3581673
LAURA CRT,CRT,7995,161.8301845
CAPILANO DR,DR,7999,1723.745722
LAURIE ST,ST,8001,96.22317044
ANTHONY AVE,AVE,6953,365.4232698
ANTHONY LANE,LANE,6955,331.4046097
SHORTCUT RD,RD,15835,1190.833614
KATHLEEN CRT,CRT,16255,243.7785129
LENNYS LANE,LANE,16256,222.5933408
FORGOTTEN LANE,LANE,15444,955.6686756
WINSLOW DR,DR,15445,2192.402054
SILVERSIDE DR,DR,8720,773.5640014
SIME CRT,CRT,8721,460.7165347
SINCLAIR AVE,AVE,8723,203.558039
SLADE CRES,CRES,8727,330.1871736
BUTCHS LANE,LANE,8728,118.557858
SLAUNWHITE DR,DR,8729,292.6765754
KAREN CRES,CRES,7894,645.447363
RUSTICVIEW LANE,LANE,66805,789.9781211
EISENER BLVD,BLVD,6207,1581.184692
STONE GATE CRT,CRT,15433,215.1420469
GEOVEX CRT,CRT,10347,113.9350721
PERTH DR,DR,10781,165.7285164
DILLMAN RD,RD,7417,1915.899812
DOBSONS HILL,HILL,7419,196.4569614
HARRIGANS RD,RD,7708,210.3426624
HARTLAND DR,DR,7710,2146.363471
HARTLIN SETTLEMENT RD,RD,7712,1258.443834
HARTLING RD,RD,7713,1624.508868
AMETHYST CRES,CRES,10067,669.9209804
UNDER REVIEW  261 UN,UN,99999,353.3561987
LEBLANC CRT,CRT,16791,100.6429046
MARSHALL ST,ST,16792,172.532231
DAVENTRY LANE,LANE,16822,237.4076987
POONAM CRT,CRT,17101,191.1586031
LORWAY DR,DR,6405,250.8165488
HALLS RD,RD,7686,2338.053041
EMILY CRT,CRT,15682,395.3960582
LISLE LAKE CRT,CRT,15684,463.5233084
WALLBROOK LANE,LANE,16386,452.0292303
BLUFF HEAD RD,RD,15483,649.3660666
PARKERS LOOP,LOOP,15499,229.8536788
SANDBAR DR,DR,15501,410.8371668
TREMBLAY DR,DR,15502,1118.63044
WYNDCREST DR,DR,6721,205.5585657
FERNBROOK CRT,CRT,15699,161.3146852
BAYERS MILL RD,RD,7046,1570.104252
DILLON CRES,CRES,1003,526.3783382
COCHRANS ISLAND WA,WA,15714,4032.125302
OTTER ISLAND WA,WA,15715,395.4521364
TREETOP DR,DR,15716,348.8185234
BORDEAUX LANE,LANE,15718,261.8602137
HAUTE ST,ST,7750,54.3960604
LAWRENCETOWN RD,RD,7755,5809.226742
VISCAYA PL,PL,6682,271.2051404
AVERY AVE,AVE,6031,271.1085376
ELLENVALE AVE,AVE,6211,1246.301838
LANGLEY AVE,AVE,6382,379.4307305
SKEENA LANE,LANE,6613,119.0618037
VALLEYFIELD RD,RD,6673,1378.302078
HELENE AVE,AVE,6307,982.3449682
PIPELINE RD,RD,16070,12719.42905
MAGGIES LNDG,LNDG,16072,364.2170166
KELDONAN WAY,WAY,16073,292.3650506
LINCOLNSHIRE DR,DR,15654,1142.310663
JEBEL LANE,LANE,15838,477.5053652
OCEANFRONT DR,DR,15841,568.963935
BURLINGTON LANE,LANE,15842,221.9529263
SAGEBRUSH LANE,LANE,15843,529.8864299
HAMILTON ST,ST,7688,323.2719322
HAMMONDS PLAINS RD,RD,7689,1648.749602
HAMPSHIRE CRES,CRES,7690,325.1149438
HAMPTON CRT,CRT,7693,256.9430403
LODGE CRT,CRT,16624,159.0103348
HALLMARK CRES,CRES,7685,739.5623824
ROYAL OAKS CRT,CRT,8597,180.7894909
ROYWELL DR,DR,8598,96.50965165
RUSSELL RD,RD,8600,1097.250727
RYEDALE CRT,CRT,8602,188.5367915
SALUKI DR,DR,8607,283.004305
JACKSON RD,RD,7833,165.038242
JAMES AVE,AVE,7834,889.4031233
JAMES ROY DR,DR,7838,643.9983265
COOKS MILL RD,RD,7332,1091.092096
COOLENS RD,RD,7334,418.5480261
CORBETT RD,RD,7336,815.4587454
CORRIE LANE,LANE,7339,396.8110533
BRAEMAR DR,DR,6078,2017.016563
PASSAGE RD,RD,10871,5155.609285
HIGHWAY 102 NB EXIT 1H ON RAMP,RAMP,1116,394.6101953
RATTLING AVE,AVE,8509,252.309796
BADGER AVE,AVE,7012,199.4977018
HIGHWAY 102 SB EXIT 1K ON RAMP,RAMP,1119,485.7969051
BEARPAW DR,DR,66751,1399.342092
LOUISBURG LANE,LANE,6407,422.1249979
GLENN AVE,AVE,6275,330.2591733
HILLSIDE DR,DR,7774,254.6855479
HILLSIDE DR,DR,7775,355.798992
SANDY LAKE RD,RD,8622,1635.48796
SARAH CRES,CRES,8624,308.4220439
SARAH DR,DR,8625,182.9565022
JOE CRACKER RD,RD,7857,359.3067352
JOHN CROSS DR,DR,7861,108.9626053
JOHN GRANT BACK RD,RD,7862,2543.134966
SMITHS POINT RD,RD,8734,1909.536644
SNOW DR,DR,8738,906.6362612
BOUTILIERS GRV,GRV,6074,246.2832082
STARRYSKY CRT,CRT,15844,195.6189847
MILLSTONE CRT,CRT,15458,605.7699798
BETH CRT,CRT,15459,178.7474568
LOPPIE CL,CL,15462,209.7246293
STRATFORD DR,DR,8806,1165.53757
GOUROK AVE,AVE,6282,2156.04723
KINSAC RD,RD,7938,2357.10169
JOHNSON AVE,AVE,7864,482.8986075
JOHNSON AVE,AVE,7865,467.8106741
BEN JOHNSON LANE,LANE,7868,318.7324757
JOHNSON RD,RD,7870,976.8000418
CORSAIR DR,DR,7340,241.4728007
COUNTRY CRES,CRES,7343,120.0054175
GLENN CRT,CRT,6276,80.30740566
OAKWOOD AVE,AVE,6493,666.5388533
STRATH LANE,LANE,6636,789.3943108
STEVENS RD,RD,8792,463.6161285
MOSHER RD,RD,8253,1120.290984
RALPH EDWARD CRT,CRT,6551,373.0036971
PHILLIPS LANE,LANE,8446,109.6300525
CHEBOGUE LANE,LANE,16611,369.5142369
MULGRAVE LANE,LANE,16612,329.6453186
ALDERWOOD CRT,CRT,6929,191.2757255
ALEXANDER LANE,LANE,6930,510.8412644
BALCOMBES RD,RD,7018,424.8014128
BALD ROCK RD,RD,7019,4205.17483
BALLATHIE CRES,CRES,7020,625.9678571
CLERMONT CRES,CRES,7298,701.1972234
AMARANTH CRES,CRES,6939,1332.220668
ALBANY TERR,TERR,6926,355.9254151
GREENOCH DR,DR,6291,428.9253951
RANNOCH RD,RD,6554,664.7028441
ANDREW AVE,AVE,6948,258.195599
MILLBROOK AVE,AVE,15642,354.4573039
BREEZE DR,DR,6081,1845.763218
ABERDEEN CRT,CRT,6001,296.4232022
POWDER MILL RD,RD,8480,422.136502
POWER DR,DR,8481,387.1857318
POWERS RD,RD,8482,869.8446996
POWER TERR,TERR,8483,128.5608642
PRIMROSE AVE,AVE,8487,410.605504
SPRINGFIELD LANE,LANE,8761,291.2168897
ANTRIM RD,RD,6957,6515.645388
ARBOR WAY,WAY,6959,573.8595789
ARBUTUS AVE,AVE,6960,422.8191989
ARCHIBALD DR,DR,6961,503.096252
BAYBERRY DR,DR,6962,334.513634
CASTLEWOOD DR,DR,7231,459.5612434
CATHY CRT,CRT,7232,251.3129041
GRANDVIEW CRT,CRT,7646,587.2263046
GRANTS COVE RD,RD,7650,1227.785892
FRANCIS GRAY DR,DR,7651,703.6453392
GREBE AVE,AVE,7652,844.0618106
GREEN ACRES DR,DR,7655,285.6210031
ROSLYN DR,DR,6581,663.2340616
GREEN BAY DR,DR,7656,1455.435415
LINTAMAN LANE,LANE,10597,263.1827971
MUSHABOOM RD,RD,8270,8836.169847
MYERS DR,DR,8272,293.6814144
MYERS LANE,LANE,8273,314.1296951
MYRA RD,RD,8276,210.593733
NADINE DR,DR,8277,755.3656368
ALICE GRANT LANE,LANE,6931,2262.126424
ALL HALLOWS DR,DR,6932,412.2630733
ALLENBY DR,DR,6934,661.0911996
AMBER DR,DR,6940,637.6925325
AMERICAN HILL RD,RD,6941,229.4615401
AMYS DR,DR,6942,692.3806817
FLAGSTONE DR,DR,7553,1400.909447
HUNTINGDON DR,DR,7807,404.3501607
CARISBROOKE LANE,LANE,7214,339.3200864
DAVID ALLEN DR,DR,7382,989.6259959
DAVIDSONS RD,RD,7385,286.3818873
HUBLEYS RD,RD,7802,209.098292
HUMMINGBIRD LANE,LANE,7806,2003.343675
HUNTS BROOK RD,RD,7808,495.1796374
HURSHMAN RD,RD,7810,567.2612207
HUTT RD,RD,7811,488.8348276
INDIAN POINT RD,RD,7814,4810.784172
ANDERSON RD,RD,6944,1826.684503
PIGGOTT AVE,AVE,15811,2810.570989
BEALS CRES,CRES,16414,401.7292684
ALLISON DR,DR,6935,640.1541426
HOLLYOAKE LANE,LANE,7785,486.0324407
POINT RD,RD,8469,411.8577925
ADDISON PL,PL,6916,253.9843805
AFTON CRT,CRT,6919,209.9489622
HAWES DR,DR,7722,627.0346565
HAWKINS DR,DR,7723,972.6449372
MILL LAKE RD,RD,15830,683.9285203
SCIENCE PARK DR,DR,15832,400.8537374
ANGUS MORTON DR,DR,15833,338.5514583
NANCY CRT,CRT,8278,178.8208239
NARROWS RD,RD,8280,1101.193044
NEILSON DR,DR,8285,353.7234309
REINDEER AVE,AVE,8523,186.6845135
RENEE DR,DR,8524,308.6825081
RHYNO RD,RD,8525,318.302235
RICHARD ST,ST,8526,1909.130485
RICHARD ST,ST,8527,515.9814563
RICHARDSON DR,DR,8528,1494.923177
LEEWARD AVE,AVE,8013,2420.336088
MORNINGSONG LANE,LANE,16075,657.6292742
APPLETREE HILL,HILL,16079,148.5017094
CHURCHILL DR,DR,16081,208.0350767
COMEAU LANE,LANE,16082,156.9011176
EARLS LANE,LANE,16083,239.5828622
HATCHET LANE,LANE,16084,123.1351123
HUNTERS HILL LANE,LANE,16085,187.5087596
NEWBURY RD,RD,16499,2315.167512
AARONS WAY,WAY,15649,966.8333503
KENZIE RG,RG,16337,102.9287532
LYDIA LANE,LANE,16338,275.4220145
HAMPSHIRE WAY,WAY,7691,114.1469702
HICKORY LANE,LANE,7745,401.6966834
ROBERT DR,DR,6568,420.8877852
SANDRA CRT,CRT,6591,81.3395221
CHARLOTTE DR,DR,6129,126.9738799
ERNIE LANE,LANE,16416,57.95585116
GRANT HILL LANE,LANE,16417,145.8900921
HORACE LOOP,LOOP,16418,183.388114
NORBEC LANE,LANE,16421,139.8460982
PETER THOMAS DR,DR,15535,705.1171013
ST MARGARETS BAY RD,RD,15538,5262.424591
TANNER JAMES DR,DR,15540,655.6003639
LAKEFRONT DR,DR,7959,311.0807037
EDINBOROUGH CRT,CRT,7478,234.6401816
EISAN POINT RD,RD,7479,1186.523867
EISENER ST,ST,7480,970.1709056
GREENWICH DR,DR,7666,1190.050363
GRENADIER DR,DR,7670,634.1129266
GRIFFIN PL,PL,7672,290.8740366
BROOKFIELD AVE,AVE,7171,777.2665713
LAUREL RIDGE DR,DR,15651,2355.64729
BEAVER DR,DR,15652,1637.172476
SAVONA CRT,CRT,8629,250.8528761
MAYA CRT,CRT,66786,349.0175571
SPIKERUSH LANE,LANE,66788,346.3917412
CLUBMOSS LANE,LANE,66782,459.4267592
HANNEBURY DR,DR,7695,1077.347478
HEATHLAND WAY,WAY,7731,222.7255273
WILDROSE LANE,LANE,16490,630.2105765
EDEN LANE,LANE,16491,180.9487384
COOPERS CORNER RD,RD,16493,3108.12891
BIG PINE DR,DR,15630,576.9772469
SLATE DR,DR,15631,1139.131736
TOMAHAWK RUN,RUN,15633,884.0334805
JADRY CRT,CRT,16396,538.3344128
BABYON CRT,CRT,16397,608.1539628
MAJESTY CRT,CRT,16399,256.3244971
SHAWINIGAN RD,RD,6604,332.2638939
STRIKE LANE,LANE,16323,125.7499153
BARNHAM CRT,CRT,15425,187.9117538
ATLANTIC ST,ST,15428,302.5690912
BEDROCK LANE,LANE,15430,1326.63638
FIDDLE PKY,PKY,15431,1486.851674
PARK CRT,CRT,15432,441.0649065
ASHBERRY CRT,CRT,15434,671.8305193
FOX POINT CRT,CRT,15435,418.7304867
KATA CRT,CRT,15436,522.5320553
SWAN CRES,CRES,15442,547.6931858
KINCARDINE DR,DR,6362,596.2731464
STEWART HILL RD,RD,8794,5886.063234
STILLWATER CRT,CRT,8795,147.0910457
STILLWATER LAKE DR,DR,8796,636.8784058
STODDARD LANE,LANE,8797,202.9664984
LAKE RD,RD,7955,891.1384725
ELAINE AVE,AVE,7481,488.1472532
HILL TOP LANE,LANE,7765,196.3385011
HILLCREST AVE,AVE,7766,110.5024358
HILLCREST ST,ST,7769,264.9935955
HOMESTEAD LANE,LANE,7787,166.6988534
HOPE AVE,AVE,7789,208.0028242
HOROBIN DR,DR,7793,435.4657675
SCHOOL RD,RD,8634,350.9397329
SCHOOL HOUSE RD,RD,8636,1662.374253
SCHOONER DR,DR,8637,983.4128751
OLD SCHOONER DR,DR,8638,176.4738813
SCHWARTZ RD,RD,8640,2090.126686
ALMORA CRT,CRT,6936,197.7168258
BOUTILIERS LANE,LANE,6075,295.8633457
BEECH HILL DR,DR,7067,1117.22767
BEECH HILL RD,RD,7069,1877.660758
BEHIE RD,RD,7071,697.5682142
PINE FALLS DR,DR,8452,639.9477453
PINE GROVE LANE,LANE,8453,456.9005588
PINE OAK DR,DR,8454,951.198426
PINEBROOK DR,DR,8455,585.0813323
PINEDALE DR,DR,8456,351.6421215
PINEHAVEN DR,DR,8457,937.8127441
PINETREE CRES,CRES,8460,3183.794051
TOPSAIL BLVD,BLVD,6661,1095.058637
WHYNETTE PL,PL,6706,293.2180684
LEASIDE CRES,CRES,8010,379.1629487
MAPLEWOOD DR,DR,8137,813.667149
GATEHOUSE RUN,RUN,16400,3186.629662
LEWIS LAKE TERR,TERR,15504,1231.077109
PRIVATEER ISLAND WA,WA,15834,3121.751761
ESH LANE,LANE,16707,120.5520588
DOROTHY JOYCE CRT,CRT,6190,162.4582691
LAKELAND ST,ST,7973,1346.861004
LAKEMIST CRT,CRT,7974,378.7073635
LAKERIDGE DR,DR,7975,1712.597279
LAKE EAGLE DR,DR,7956,2265.174904
HIGHLAND CRES,CRES,7751,408.766513
BRACKEN LANE,LANE,66780,246.8542865
TRILLIUM CRT,CRT,6818,54.27147964
ELLERSLIE CRES,CRES,7494,1001.621111
PINE HILL DR,DR,8459,2597.329191
JASPER DR,DR,7848,115.1367097
SUNNYHOLME RD,RD,8813,962.5392418
ELJAY DR,DR,6209,150.4792859
CARVER ST,ST,6114,403.6472514
CHRISTOPHER AVE,AVE,6134,381.0127814
CHAMEAU CRES,CRES,7247,685.4042764
BEHRENT CRT,CRT,7072,866.7214468
BELGIUM DR,DR,7073,306.5830329
BELLEFONTAINE CRT,CRT,7075,315.9984214
BONITA DR,DR,6068,825.2299055
BOOTH ST,ST,6071,634.9709729
CREELMAN DR,DR,6164,143.6188055
CREST DR,DR,6165,317.7561636
CULRAIN CRES,CRES,6171,254.6478826
DAVID ST,ST,6174,165.8500067
ANDREA LORI DR,DR,6946,862.1553741
LAKESHIRE CRES,CRES,7976,751.853858
NORM NEWMAN DR,DR,6485,785.2683686
ANNE MARIE DR,DR,6951,352.6881276
SHERWOOD ST,ST,8697,1150.205131
ROSSI DR,DR,6583,531.6765528
LINDY LANE,LANE,8032,298.7898711
ROSECROFT DR,DR,15026,71.20503789
CAIN ST,ST,7191,571.2096381
ASPEN RD,RD,6988,654.5668656
ASPEN GRV,GRV,6989,95.87812868
CHEBUCTO HEAD RD,RD,7263,3087.103478
AGINCOURT CRES,CRES,6920,510.3436991
ANCASTER CRT,CRT,6943,649.2517613
LAKESHORE DR,DR,7977,403.629135
LAKESIDE DR,DR,7979,300.0314815
LAKESIDE PARK DR,DR,7981,1088.045242
LAKEVIEW TERR,TERR,7984,297.108845
MURPHYS RD,RD,8266,1988.482203
MURPHYS RD,RD,8267,4048.501817
TALLAHASSEE AVE,AVE,8837,445.830812
TALL TREES CRT,CRT,8839,339.0868117
TANGLEWOOD LANE,LANE,8844,124.9216959
TANLOR DR,DR,8845,823.2845266
TANNER AVE,AVE,8846,455.3169648
TANNERY CRT,CRT,8848,308.8916616
TANTALLON CRES,CRES,8849,1102.844712
LEMMON HILL RD,RD,8014,4489.58266
LENNOX RD,RD,8015,788.7144062
LENORA LANE,LANE,8017,179.2003677
LES COLLINS AVE,AVE,8018,3369.131577
WATERFRONT DR,DR,5188,947.5865352
BAHA CRT,CRT,10097,393.8474729
CHIPSHOT CRT,CRT,16797,143.4462821
PINHIGH CRT,CRT,17066,105.4610667
FRENCH MASTS LANE,LANE,5079,356.3411131
HARRIS CRT,CRT,5090,79.36534973
HEFFLER ST,ST,5091,250.431019
FURRING CRT,CRT,15708,112.7667106
SLICERS LANE,LANE,16569,112.9295731
ROSSING DR,DR,10836,1881.61573
HARRIS ST,ST,380,174.9263808
HARVARD ST,ST,383,692.5765796
YARDING CRT,CRT,15331,176.1166146
COGSWELL ST,ST,192,2749.88448
JOHN STEWART DR,DR,7863,2378.166483
NORTH PARK ST,ST,595,889.3489701
AHERN AVE,AVE,9,622.1642227
UNDER REVIEW  606 UN,UN,99926,166.0913028
SPRUCE VIEW DR,DR,5170,558.2672582
SULLIVANS HILL,HILL,5174,243.561327
VALLEY RD,RD,5184,137.6086986
WALDEN PL,PL,5186,387.3412419
CADDIE DR,DR,16953,217.2296014
IRON CRT,CRT,16798,173.8627864
SPRING AVE,AVE,6622,1800.104442
HOLLAND ST,ST,67,169.4001839
LANDRACE CRES,CRES,6380,887.8704022
WESTPHAL WAY,WAY,15042,167.812206
ELDER AVE,AVE,7484,317.4352982
APPLE ST,ST,6958,417.6502431
GALLERY CRES,CRES,16679,697.3991668
PLUGMARK CRT,CRT,16894,93.51898966
ROY CRES,CRES,5155,986.1264543
SALMON RIVER TERR,TERR,5159,250.6856913
SHORE AVE,AVE,5163,158.2788638
LARRIGAN DR,DR,10590,658.4020768
CORNWALLIS ST,ST,214,762.2703922
BUCHERON CRES,CRES,15324,646.9651506
HANDSPIKE CRT,CRT,15330,129.2074541
BATTEN CRES,CRES,10107,388.2438999
CRAGG AVE,AVE,220,94.88048535
CREIGHTON ST,ST,223,1471.929543
DAVISON ST,ST,241,315.9306798
JERSEY DR,DR,6344,252.1216354
SAMI DR,DR,8610,679.6604062
CONTESSA CRT,CRT,7331,314.1534566
ISNER AVE,AVE,422,188.058939
ROSEDALE AVE,AVE,715,2145.805249
LAURIE DR,DR,7998,495.1684012
SUNNYVALE CRES,CRES,8815,1514.355793
WILMOT ST,ST,5583,542.4711541
STOKIL DR,DR,8798,2312.805409
LOCKE ST,ST,5109,273.0040471
AUKLAND PL,PL,50,104.3620746
ADAMS AVE,AVE,6,69.32702483
ARTZ ST,ST,42,173.634395
DUKE ST,ST,273,519.8731526
CHARLES ST,ST,165,1231.676253
CHEBUCTO LANE,LANE,168,312.662932
LOCHMOOR LANE,LANE,15639,2267.437116
RIDGECREST DR,DR,6565,364.7369776
ZINCK AVE,AVE,5621,1095.899512
ERONDALE DR,DR,7508,168.6969946
VAUGHAN LANE,LANE,16007,195.7180519
TILLEY CRT,CRT,8881,281.2551906
CARTIER CRES,CRES,7228,719.5784722
CAVALIER DR,DR,7237,1705.90289
CAVENDISH DR,DR,7238,674.5678497
CABOT CRES,CRES,7190,801.3672348
CRIMSON DR,DR,7366,383.4404108
SHARON DR,DR,8684,612.8848571
CARDIFF PL,PL,149,103.5715363
TENON DR,DR,15558,761.06365
FELLER CRT,CRT,15796,136.9585549
FLUME DR,DR,15797,120.8925312
HEWER CRES,CRES,10396,435.4091185
COLE HARBOUR RD,RD,7309,6461.484127
MONTAGUE RD RAMP,RAMP,16155,103.757301
MONTAGUE MINES RD,RD,8239,814.4409598
ASHGROVE AVE,AVE,6978,1028.984594
DIVAS LANE,LANE,16575,101.6774739
PORTIA WHITE CRT,CRT,16580,59.57367162
PICKARD LANE,LANE,17140,131.3663327
ALBEMARLE ST,ST,16660,407.9259479
SCOTIAN RD,RD,16753,83.36574664
BIRCHDALE AVE,AVE,87,209.2357123
HIGH ST,ST,5092,1304.887537
HOLLAND AVE,AVE,5093,554.3263535
KENNEDY CRT,CRT,5098,175.7851329
KINGS CRT,CRT,5100,55.09177998
KISSOCK CRT,CRT,5101,219.898787
LANDSBURG RD,RD,5103,458.0181866
LINDSAY HILL,HILL,5106,232.9840349
LIVELY CRT,CRT,5108,88.85370109
PORTLAND ESTATES BLVD,BLVD,6537,2132.557309
LUGAR CRT,CRT,5112,136.4530641
MILLRUN CRES,CRES,5121,976.5629548
LITTLE FOX LANE,LANE,486,121.2049329
FLAMINGO DR,DR,319,2168.314881
HOUDA CRT,CRT,15588,104.2215568
PARK AVE,AVE,10763,136.813476
SMOKEY DR,DR,8736,1654.583009
KRISTA DR,DR,7947,169.3810952
MOORE DR,DR,8243,278.8682606
EDELWEISS CL,CL,17172,131.0307256
ROSEMOUNT AVE,AVE,717,335.9992427
ROYAL PINE AVE,AVE,723,420.9863989
RETREAT AVE,AVE,689,243.8587945
PARKDALE AVE,AVE,624,308.156978
SOMERSET AVE,AVE,764,197.2514731
SPRINGVALE AVE,AVE,771,1260.834866
CORONATION AVE,AVE,215,1957.329798
SHEA ST,ST,8686,536.4441844
STANLEY ST,ST,8785,703.743551
AIKENS AVE,AVE,11,243.4759784
ARCHIBALD AVE,AVE,25,111.1866408
COOK AVE,AVE,210,554.2438206
HEINISH AVE,AVE,389,295.7666283
FLINT ST,ST,322,197.7409115
POLARA DR,DR,8471,1022.567122
HAMSHAW DR,DR,372,1029.866476
KINGSMERE CRT,CRT,456,235.6542473
ARMOYAN DR,DR,6967,472.7809507
FULTZ HOUSE LANE,LANE,17001,599.7259195
FREER LANE,LANE,16410,178.6040343
LODGE CRES,CRES,551,67.66277671
HOLLIS ST,ST,405,1971.007698
HUNTER ST,ST,413,303.4837906
JAMES ST,ST,427,95.38569496
JOHN ST,ST,430,316.2305795
SUMMIT ST,ST,6637,657.6920787
TREMONT ST,ST,6662,847.4176325
WHEATSTONE HTS,HTS,6702,464.2566426
GERRISH LANE,LANE,346,100.3231109
BRULE ST,ST,6094,610.5143411
AMBERCREST PL,PL,6015,132.148217
ARGUS DR,DR,6022,560.9124017
AVERILL ST,ST,6030,242.7492345
BELDINA DR,DR,6048,87.47133088
CRYSTAL DR,DR,6169,541.3740864
FRANKLYN CRT,CRT,6251,78.11928962
FURY DR,DR,6256,587.1285593
ELMORE DR,DR,6214,118.8116358
EMMANUEL DR,DR,6219,94.10475946
SASKATOON DR,DR,739,1473.009851
HILLSIDE CRT,CRT,7773,288.2389901
ROSEBANK DR,DR,8576,314.1990587
JENNIFER CRT,CRT,7852,203.4642443
SPRUCE LANE,LANE,773,86.02032706
RICHARDSON DR,DR,10820,255.1419078
ARMENIA DR,DR,10081,723.5574563
BINNACLE CRT,CRT,15323,197.2192428
PERUZ CRT,CRT,10782,245.4378937
A Y JACKSON CRT,CRT,5000,139.9641676
EMPRESS CRT,CRT,6220,174.7974858
FAIRFIELD AVE,AVE,6232,186.1201326
FARQUHARSON ST,ST,6233,773.3041569
CONNOR ST,ST,6154,121.137644
LORNE AVE,AVE,6403,1154.540881
OATHILL CRES,CRES,6495,826.2060797
MAYNARD ST,ST,6439,224.2884785
MOUNTAIN ASH CRT,CRT,6470,523.0912909
CANNON TERR,TERR,6816,631.4985906
ESQUIRE LANE,LANE,66699,212.8522864
MILLVIEW AVE,AVE,5122,423.6481202
BEDFORD HWY,HWY,5015,8345.188855
JOHNSON CRES,CRES,7866,1021.314768
CHANDLER DR,DR,7249,1885.413734
GEBHARDT ST,ST,342,268.1277151
GLENDA CRES,CRES,225,559.4855999
CROSS ST,ST,232,269.9340443
DAWN ST,ST,242,154.3523842
GORDON AVE,AVE,358,152.724422
GESNER ST,ST,378,855.5695617
HILLCREST ST,ST,401,1040.975444
QUARRY RD,RD,8497,611.3474211
MONTAGUE DR,DR,8237,300.6132284
LOCHABER CRT,CRT,10600,272.9930725
FIRST LAKE DR,DR,7549,4200.212238
FORRESTER ST,ST,328,159.2568169
RAINNIE DR,DR,677,506.376399
ALM-B RAMP,RAMP,961,100.0494631
COCOA ST,ST,7305,344.5952955
BIRCH ST,ST,7093,268.6748228
DOGWOOD ST,ST,7422,321.0745737
DISPENSING WAY,WAY,15828,343.6610835
GLENDALE AVE,AVE,7620,2356.565728
MURDOCK MACKAY CRT,CRT,15494,201.090284
COLONEL JOSEPH SCOTT DR,DR,15495,603.2473332
PROSPECT RD,RD,597,4616.571452
PARMAC DR,DR,8414,241.0941513
JUNE ST,ST,435,235.2253069
FALKLAND ST,ST,304,322.7735655
FULLER TERR,TERR,338,500.0440744
GERRISH ST,ST,347,148.6329045
HARBOURVIEW INN LOOP,LOOP,4368,233.5326365
FISHER RD,RD,4369,354.8494241
BREEZY LANE,LANE,4370,176.8690179
ELMSDALE RD,RD,4373,302.045043
POMPANO CRT,CRT,4377,105.5426969
OSPREY NEST DR,DR,4379,247.5167958
SELLARS LANE,LANE,4380,235.3672026
SHEA LANE,LANE,4381,307.851192
DUGGAN LANE,LANE,4384,230.3739239
ROCKGARDEN WAY,WAY,4393,353.1490959
WATERSTONE RUN,RUN,4395,416.5383763
BYRONS LANE,LANE,4397,265.1737878
ST MARYS RD,RD,4301,1597.878165
CUTLER AVE,AVE,17044,3832.339155
HIGHWAY 111 WB EXIT 3 OFF RAMP,RAMP,15132,727.7761468
HIGHWAY 111 WB EXIT 3 ON RAMP,RAMP,15135,647.6225174
WOODSIDE AVE,AVE,6717,122.916043
GLENMONT AVE,AVE,5083,531.1163736
FERN AVE,AVE,312,180.2900214
DOWELL DR,DR,262,151.9270884
CROSBY ST,ST,5050,505.7521353
FOREST HILL DR,DR,327,658.7786442
PIONEER AVE,AVE,650,566.4360618
STARLING ST,ST,782,204.5807635
HIGNEY AVE,AVE,17135,2036.717794
JIM CONNORS AVE,AVE,66810,423.0511466
LYNGBY AVE,AVE,6415,957.6426517
QUINGATE PL,PL,612,326.4954527
SELDON ST,ST,750,179.6911357
HUME ST,ST,6328,159.1735309
OVERDALE LANE,LANE,6505,461.833186
WILLIAMS AVE,AVE,6709,1390.497065
111-3-E RAMP,RAMP,15136,601.4067197
111-3-F RAMP,RAMP,15137,167.2681178
RONALD SMITH AVE,AVE,10834,352.0438995
WAYNEWOOD DR,DR,6695,348.7071527
LANCASTER DR,DR,6379,2112.7789
SEA KING DR,DR,9942,672.124205
WAGNER AVE,AVE,842,171.3981591
WELCH LANE,LANE,16583,208.8075716
MERRILL DR,DR,558,213.8514279
